JDK,GC_OPTS,VM_OPTS,PROG_OPTS,BINDING,DATA,RunTimestamp,Class,MedianRuntimeMs,Checksum,PerfRuntimeMs,JfrRuntimeMs,Instructions,Cycles,Branches,BranchMisses,L1Misses,LLCMisses,PageFaults,TaskClock,ContextSwitches,CpuMigrations,IPC,SecElapsed,SecUser,SecSys,GcPauseMs,AllocatedBytes,JitCompilationMs
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260509-152436,org.onebrc.again26.BRC012_SplitRemoved,21484,pYHaTm+A6aQEXWKgiv6O6sW8VVtw8uoy0wU8qzrmTIlIK9+o7KMrklbCD3CfJxXCx5gkHXOrj196snpH1Df4hA==,19920,21316,160566319073,71966693569,35986676212,365788212,1536631691,298631260,331464,20835574778,3579,380,2.23,20.19,19.43,1.56,64,21883040,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260509-152436,org.onebrc.again26.BRC014_NewParseDouble,16026,pYHaTm+A6aQEXWKgiv6O6sW8VVtw8uoy0wU8qzrmTIlIK9+o7KMrklbCD3CfJxXCx5gkHXOrj196snpH1Df4hA==,16288,18225,138982260304,57998296882,29840259599,274316416,1410582967,260357063,328575,17029184351,3023,372,2.40,16.58,15.72,1.47,55,21882584,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260509-152436,org.onebrc.again26.BRC015_ParseDoubleSimpler1,17363,pYHaTm+A6aQEXWKgiv6O6sW8VVtw8uoy0wU8qzrmTIlIK9+o7KMrklbCD3CfJxXCx5gkHXOrj196snpH1Df4hA==,17043,22024,137274545824,60697614222,29561316953,266446137,1393511939,267646115,328645,17805821322,3177,317,2.26,17.35,16.46,1.51,59,21882064,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260509-152436,org.onebrc.again26.BRC016_NoExtraString,14689,pYHaTm+A6aQEXWKgiv6O6sW8VVtw8uoy0wU8qzrmTIlIK9+o7KMrklbCD3CfJxXCx5gkHXOrj196snpH1Df4hA==,14582,15488,127641104208,51918915824,28169965902,271197361,1322688349,237943303,330206,15345222446,2556,279,2.46,14.88,13.99,1.52,48,21883168,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260509-152436,org.onebrc.again26.BRC017_ParseDoubleSimpler2,14490,pYHaTm+A6aQEXWKgiv6O6sW8VVtw8uoy0wU8qzrmTIlIK9+o7KMrklbCD3CfJxXCx5gkHXOrj196snpH1Df4hA==,14534,16524,125510700482,51319362775,27391568342,270355586,1716808898,210487562,328884,15241082104,2526,305,2.45,14.81,14.02,1.37,44,21881168,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260509-152436,org.onebrc.again26.BRC020_IntegerValue,14342,pYHaTm+A6aQEXWKgiv6O6sW8VVtw8uoy0wU8qzrmTIlIK9+o7KMrklbCD3CfJxXCx5gkHXOrj196snpH1Df4hA==,14333,15902,126599886849,51131714077,27912786132,272717323,1266635069,199823631,330174,15124406179,2504,267,2.48,14.62,13.80,1.48,47,21878552,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260509-152436,org.onebrc.again26.BRC021_LooplessParsing,15465,pYHaTm+A6aQEXWKgiv6O6sW8VVtw8uoy0wU8qzrmTIlIK9+o7KMrklbCD3CfJxXCx5gkHXOrj196snpH1Df4hA==,13426,14848,118731344491,48779880345,25963564496,279286237,1271683431,202562122,329971,14169628573,2443,266,2.43,13.71,12.84,1.49,45,21881264,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260509-152436,org.onebrc.again26.BRC022_LooplessParsing2,13911,pYHaTm+A6aQEXWKgiv6O6sW8VVtw8uoy0wU8qzrmTIlIK9+o7KMrklbCD3CfJxXCx5gkHXOrj196snpH1Df4hA==,13746,16925,119785126698,48886978940,26112794774,279748767,1287741336,211324941,329911,14522658476,2630,249,2.45,14.04,13.24,1.45,49,21878640,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260509-152436,org.onebrc.again26.BRC025_MutateData,0,ERROR,0,0,267884751,307807146,49019620,3195955,5909522,5461752,7979,84482780,175,17,0.87,0.11,0.05,0.06,0,22104944,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260509-152436,org.onebrc.again26.BRC027_SizedMap,12920,pYHaTm+A6aQEXWKgiv6O6sW8VVtw8uoy0wU8qzrmTIlIK9+o7KMrklbCD3CfJxXCx5gkHXOrj196snpH1Df4hA==,12189,14067,114972946939,42807536898,25571457143,263687354,1035269964,135213845,329837,12906954515,2128,229,2.69,12.49,11.60,1.47,32,21879072,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260509-152436,org.onebrc.again26.BRC030_OpenMap,12802,pYHaTm+A6aQEXWKgiv6O6sW8VVtw8uoy0wU8qzrmTIlIK9+o7KMrklbCD3CfJxXCx5gkHXOrj196snpH1Df4hA==,12070,12687,113718295515,43040560214,25578046674,262770337,1037375541,133563749,329495,12766228534,2097,164,2.64,12.36,11.48,1.45,32,21880560,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260509-152436,org.onebrc.again26.BRC031_OpenMapLessCasting,12214,pYHaTm+A6aQEXWKgiv6O6sW8VVtw8uoy0wU8qzrmTIlIK9+o7KMrklbCD3CfJxXCx5gkHXOrj196snpH1Df4hA==,12269,12455,114004819781,42840879335,25569132823,262920606,1035976345,133093286,329420,13035443032,2105,201,2.66,12.58,11.70,1.49,33,21879584,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260509-152436,org.onebrc.again26.BRC033_SimplerLambda,11894,pYHaTm+A6aQEXWKgiv6O6sW8VVtw8uoy0wU8qzrmTIlIK9+o7KMrklbCD3CfJxXCx5gkHXOrj196snpH1Df4hA==,11911,12965,112421816554,42904335582,24679055487,270051374,1079249958,139609313,332327,12796432009,2192,226,2.62,12.19,11.51,1.43,34,21879328,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260509-152436,org.onebrc.again26.BRC035_NoLambda,11699,pYHaTm+A6aQEXWKgiv6O6sW8VVtw8uoy0wU8qzrmTIlIK9+o7KMrklbCD3CfJxXCx5gkHXOrj196snpH1Df4hA==,15789,13967,105162772401,41998413578,24314124705,268231335,994954149,124479308,328500,16445383833,2156,190,2.50,16.06,15.01,1.59,26,21878040,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260509-152436,org.onebrc.again26.BRC036_TurnedIfs,11485,pYHaTm+A6aQEXWKgiv6O6sW8VVtw8uoy0wU8qzrmTIlIK9+o7KMrklbCD3CfJxXCx5gkHXOrj196snpH1Df4hA==,11526,12188,105240003790,40856020999,24359825324,266140947,1001236814,123290601,329392,12271585344,1951,228,2.58,11.82,10.96,1.46,29,21878976,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260509-152436,org.onebrc.again26.BRC037_LessNullChecks,11406,pYHaTm+A6aQEXWKgiv6O6sW8VVtw8uoy0wU8qzrmTIlIK9+o7KMrklbCD3CfJxXCx5gkHXOrj196snpH1Df4hA==,10743,11979,105020190083,38866562082,24286417121,263660297,998161176,116674218,328716,11418232897,1895,180,2.70,11.03,10.15,1.42,28,21880616,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260509-152436,org.onebrc.again26.BRC040_ASetIsGoodEnough,12133,pYHaTm+A6aQEXWKgiv6O6sW8VVtw8uoy0wU8qzrmTIlIK9+o7KMrklbCD3CfJxXCx5gkHXOrj196snpH1Df4hA==,10664,14173,103491409137,39900155975,23940196832,263902779,936241511,116047899,329981,11379482762,1986,182,2.59,10.93,10.15,1.37,28,21881064,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260509-152436,org.onebrc.again26.BRC041_DirectUpdate,13099,pYHaTm+A6aQEXWKgiv6O6sW8VVtw8uoy0wU8qzrmTIlIK9+o7KMrklbCD3CfJxXCx5gkHXOrj196snpH1Df4hA==,10752,11811,104192387101,39555136597,24010844496,266050089,933810316,124968733,329636,11444479639,1964,209,2.63,11.03,10.21,1.38,29,21882328,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260509-152436,org.onebrc.again26.BRC042_NoSplittedString,11600,pYHaTm+A6aQEXWKgiv6O6sW8VVtw8uoy0wU8qzrmTIlIK9+o7KMrklbCD3CfJxXCx5gkHXOrj196snpH1Df4hA==,11080,13745,118465135335,40745725245,26526285831,268711111,821925149,101017300,329523,11746410083,1628,133,2.91,11.37,10.50,1.39,17,21882160,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260509-152436,org.onebrc.again26.BRC045_KeepChars,11097,pYHaTm+A6aQEXWKgiv6O6sW8VVtw8uoy0wU8qzrmTIlIK9+o7KMrklbCD3CfJxXCx5gkHXOrj196snpH1Df4hA==,11116,12547,117428332067,40630563476,25620865935,261529177,808907607,97114742,328301,11733614804,1587,143,2.89,11.39,10.49,1.39,16,21882280,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260509-152436,org.onebrc.again26.BRC047_IntOnly,10951,pYHaTm+A6aQEXWKgiv6O6sW8VVtw8uoy0wU8qzrmTIlIK9+o7KMrklbCD3CfJxXCx5gkHXOrj196snpH1Df4hA==,11376,12853,117872332081,40370804003,25713216429,260479945,787713438,99025341,329130,12049811341,1569,162,2.92,11.64,10.80,1.40,17,21879744,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260509-152436,org.onebrc.again26.BRC048_ImprovedStringHandling,10791,pYHaTm+A6aQEXWKgiv6O6sW8VVtw8uoy0wU8qzrmTIlIK9+o7KMrklbCD3CfJxXCx5gkHXOrj196snpH1Df4hA==,10801,12849,117573822447,39628639174,25667033960,265084708,775306241,96281124,329635,11458189914,1608,159,2.97,11.08,10.20,1.41,18,21881736,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260509-152436,org.onebrc.again26.BRC049_ManualMinMax,13239,pYHaTm+A6aQEXWKgiv6O6sW8VVtw8uoy0wU8qzrmTIlIK9+o7KMrklbCD3CfJxXCx5gkHXOrj196snpH1Df4hA==,11358,12590,117491515152,40575444821,25830018930,261742963,781281330,101911196,328427,11962521962,1579,129,2.90,11.63,10.75,1.36,16,21879240,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260509-152436,org.onebrc.again26.BRC050_LargerSet,12828,pYHaTm+A6aQEXWKgiv6O6sW8VVtw8uoy0wU8qzrmTIlIK9+o7KMrklbCD3CfJxXCx5gkHXOrj196snpH1Df4hA==,12827,12403,117648402880,39534409998,25838152140,257329637,837056307,101226825,329366,13468184320,1715,153,2.98,13.11,12.03,1.60,17,21880424,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260509-152436,org.onebrc.again26.BRC060_ReadingBytes,15188,pYHaTm+A6aQEXWKgiv6O6sW8VVtw8uoy0wU8qzrmTIlIK9+o7KMrklbCD3CfJxXCx5gkHXOrj196snpH1Df4hA==,17010,17170,123958162268,65501352572,25095014737,202603952,367330064,39878100,11105,17354204782,1169,51,1.89,17.15,16.94,0.44,0,21880880,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260509-152436,org.onebrc.again26.BRC061_RandomAccessFile,5990,pYHaTm+A6aQEXWKgiv6O6sW8VVtw8uoy0wU8qzrmTIlIK9+o7KMrklbCD3CfJxXCx5gkHXOrj196snpH1Df4hA==,8125,5820,52097688658,21406637594,9782581391,204961490,418165573,45333319,12359,8490841592,857,66,2.43,8.27,7.98,0.53,0,21879544,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260509-152436,org.onebrc.again26.BRC063_OneAddLess,5670,pYHaTm+A6aQEXWKgiv6O6sW8VVtw8uoy0wU8qzrmTIlIK9+o7KMrklbCD3CfJxXCx5gkHXOrj196snpH1Df4hA==,5712,5676,52128579696,20278527302,9793037283,205360269,343170206,38993410,12519,6081612623,703,36,2.57,5.87,5.65,0.46,0,21877096,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260509-152436,org.onebrc.again26.BRC065_OneLoopLess,4965,pYHaTm+A6aQEXWKgiv6O6sW8VVtw8uoy0wU8qzrmTIlIK9+o7KMrklbCD3CfJxXCx5gkHXOrj196snpH1Df4hA==,5020,5094,43808205039,17976752188,7631856425,171946262,327466324,37910619,13398,5377224950,680,20,2.44,5.17,4.92,0.48,0,21880992,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260509-152436,org.onebrc.again26.BRC067_ParseDifferently,5263,pYHaTm+A6aQEXWKgiv6O6sW8VVtw8uoy0wU8qzrmTIlIK9+o7KMrklbCD3CfJxXCx5gkHXOrj196snpH1Df4hA==,5339,5202,47518151587,19107850577,8360832800,172547288,335192617,39977740,12362,5694914618,712,25,2.49,5.49,5.24,0.47,0,21876992,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260509-152436,org.onebrc.again26.BRC068_InlineParsing,5311,pYHaTm+A6aQEXWKgiv6O6sW8VVtw8uoy0wU8qzrmTIlIK9+o7KMrklbCD3CfJxXCx5gkHXOrj196snpH1Df4hA==,5227,5382,45286895257,19044018348,7775738869,172339326,341792010,40417558,12301,5583178768,814,35,2.38,5.38,5.13,0.48,0,21879792,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260509-152436,org.onebrc.again26.BRC069_InlineParsing_65,5000,pYHaTm+A6aQEXWKgiv6O6sW8VVtw8uoy0wU8qzrmTIlIK9+o7KMrklbCD3CfJxXCx5gkHXOrj196snpH1Df4hA==,5005,5087,44675916492,18486836296,7688972656,170447553,336421726,38009634,12886,5364498888,721,34,2.42,5.14,4.91,0.47,0,21880976,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260509-152436,org.onebrc.again26.BRC070_EqualsCity,4791,pYHaTm+A6aQEXWKgiv6O6sW8VVtw8uoy0wU8qzrmTIlIK9+o7KMrklbCD3CfJxXCx5gkHXOrj196snpH1Df4hA==,5285,9413,43475302444,17239603122,7807571914,176029809,346490866,39712311,12684,5795364679,809,16,2.52,5.49,5.28,0.55,0,21880616,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260509-152436,org.onebrc.again26.BRC072_ReadDirectNotViaBuffer,3939,pYHaTm+A6aQEXWKgiv6O6sW8VVtw8uoy0wU8qzrmTIlIK9+o7KMrklbCD3CfJxXCx5gkHXOrj196snpH1Df4hA==,3969,4020,38240018827,15392685386,6476140350,188191886,332264614,34969782,11854,4286528741,651,17,2.48,4.12,3.83,0.48,0,21876784,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260509-152436,org.onebrc.again26.BRC075_LargeByteBuffer,3883,pYHaTm+A6aQEXWKgiv6O6sW8VVtw8uoy0wU8qzrmTIlIK9+o7KMrklbCD3CfJxXCx5gkHXOrj196snpH1Df4hA==,3864,3864,37374646803,14162366939,6250500685,170561348,326406226,42861170,10000,4137180325,657,20,2.64,4.02,3.85,0.31,0,21876616,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260509-152436,org.onebrc.again26.BRC077_LessAdditions,3785,pYHaTm+A6aQEXWKgiv6O6sW8VVtw8uoy0wU8qzrmTIlIK9+o7KMrklbCD3CfJxXCx5gkHXOrj196snpH1Df4hA==,3739,3895,36901148116,13609427386,6554616546,159628760,323753717,41527017,10291,4012298194,648,11,2.71,3.88,3.75,0.28,0,21879840,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260509-152436,org.onebrc.again26.BRC078_CalculateEarlier,3985,pYHaTm+A6aQEXWKgiv6O6sW8VVtw8uoy0wU8qzrmTIlIK9+o7KMrklbCD3CfJxXCx5gkHXOrj196snpH1Df4hA==,3988,4151,37162745211,14382155417,6559911500,163269815,334558432,41372040,10347,4258425645,644,27,2.58,4.13,3.99,0.28,0,21880904,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260509-152436,org.onebrc.again26.BRC079_RunWithoutByteBuffer,3493,pYHaTm+A6aQEXWKgiv6O6sW8VVtw8uoy0wU8qzrmTIlIK9+o7KMrklbCD3CfJxXCx5gkHXOrj196snpH1Df4hA==,3552,3666,33999142982,12796191258,6066983408,160787393,327394152,41541286,10103,3809990806,605,22,2.66,3.70,3.55,0.28,0,21876800,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260509-152436,org.onebrc.again26.BRC080_JDKArrayUtils,3536,pYHaTm+A6aQEXWKgiv6O6sW8VVtw8uoy0wU8qzrmTIlIK9+o7KMrklbCD3CfJxXCx5gkHXOrj196snpH1Df4hA==,3511,3593,33001233760,13097571615,6198756256,183295978,319361275,40947621,10393,3784473658,682,20,2.52,3.65,3.54,0.27,0,21879416,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260509-152436,org.onebrc.again26.BRC081_LoopUnroll,3446,pYHaTm+A6aQEXWKgiv6O6sW8VVtw8uoy0wU8qzrmTIlIK9+o7KMrklbCD3CfJxXCx5gkHXOrj196snpH1Df4hA==,3352,3608,29695689701,12348884616,5964703004,160193982,317771459,46089521,10207,3637470624,649,34,2.40,3.51,3.39,0.27,0,21877048,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260509-152436,org.onebrc.again26.BRC082_VectorSearchOnlyForLargeArray,3734,pYHaTm+A6aQEXWKgiv6O6sW8VVtw8uoy0wU8qzrmTIlIK9+o7KMrklbCD3CfJxXCx5gkHXOrj196snpH1Df4hA==,3782,4854,32720219191,13631182605,5735873191,163209515,323298494,47600828,10509,4071203108,681,32,2.40,3.94,3.83,0.27,0,21879776,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260509-152436,org.onebrc.again26.BRC083_MainLoop,3714,pYHaTm+A6aQEXWKgiv6O6sW8VVtw8uoy0wU8qzrmTIlIK9+o7KMrklbCD3CfJxXCx5gkHXOrj196snpH1Df4hA==,5596,3424,30169060658,12699413655,5819128494,161575464,325378233,49718163,10652,5919010678,769,31,2.38,5.76,5.59,0.35,0,21880424,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260509-152436,org.onebrc.again26.BRC090_MemorySegment_VOID,0,ERROR,0,0,256060225,314253829,51153236,3298304,6037759,5410827,7982,84373224,167,7,0.81,0.09,0.05,0.05,0,22103888,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260509-152436,org.onebrc.again26.BRC091_Reviewed83,3230,pYHaTm+A6aQEXWKgiv6O6sW8VVtw8uoy0wU8qzrmTIlIK9+o7KMrklbCD3CfJxXCx5gkHXOrj196snpH1Df4hA==,3201,3445,26498103973,12015532491,4964155459,155965122,321629772,45811807,10425,3487033530,697,37,2.21,3.35,3.25,0.26,0,21879504,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260509-152436,org.onebrc.again26.BRC092_ParseIntegerLessBranches_VOID,3209,pYHaTm+A6aQEXWKgiv6O6sW8VVtw8uoy0wU8qzrmTIlIK9+o7KMrklbCD3CfJxXCx5gkHXOrj196snpH1Df4hA==,3335,3282,27797613050,12092228475,5177655513,156931260,326495183,47034414,10583,3635213232,683,24,2.30,3.49,3.37,0.29,0,21880432,0
