JDK,GC_OPTS,VM_OPTS,PROG_OPTS,BINDING,DATA,RunTimestamp,Class,MedianRuntimeMs,Checksum,PerfRuntimeMs,JfrRuntimeMs,Instructions,Cycles,Branches,BranchMisses,L1Misses,LLCMisses,PageFaults,TaskClock,ContextSwitches,CpuMigrations,IPC,SecElapsed,SecUser,SecSys,GcPauseMs,AllocatedBytes,JitCompilationMs,GcPauseMs,AllocatedBytes,JitCompilationMs,GcPauseMs,AllocatedBytes,JitCompilationMs,GcPauseMs,AllocatedBytes,JitCompilationMs,GcPauseMs,AllocatedBytes,JitCompilationMs
JDK_25_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-213732,org.onebrc.again26.BRC030_OpenMap,56,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,62,51,861997048,1097313806,173994850,9543349,32354158,20947624,8786,423069771,886,31,0.79,0.24,0.34,0.11,0,16652160,0,0,16652160,0,0,16652160,0,0,16652160,0,0,16652160,0
JDK_25_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-213732,org.onebrc.again26.BRC031_OpenMapLessCasting,60,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,53,52,860722090,926897702,168842758,8918553,25585762,18619479,8791,354480437,863,37,0.93,0.21,0.30,0.08,0,16660088,0,0,16660088,0,0,16660088,0,0,16660088,0,0,16660088,0
JDK_25_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-213732,org.onebrc.again26.BRC033_SimplerLambda,64,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,54,48,945957452,961539032,184787991,9365623,26040039,17767198,9731,335100036,712,11,0.98,0.19,0.27,0.09,0,16657128,0,0,16657128,0,0,16657128,0,0,16657128,0,0,16657128,0
JDK_25_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-213732,org.onebrc.again26.BRC035_NoLambda,53,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,42,48,840691275,851598061,165373322,8666860,21754001,17144882,8554,290369687,800,16,0.99,0.18,0.23,0.09,0,16643696,0,0,16643696,0,0,16643696,0,0,16643696,0,0,16643696,0
JDK_25_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-213732,org.onebrc.again26.BRC036_TurnedIfs,46,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,45,35,902118849,953436927,184466960,8571426,23664443,17074884,9624,335796364,731,29,0.95,0.19,0.27,0.09,0,16659408,0,0,16659408,0,0,16659408,0,0,16659408,0,0,16659408,0
JDK_25_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-213732,org.onebrc.again26.BRC037_LessNullChecks,64,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,75,49,820647633,1155766347,163275527,9167505,24033460,18984727,8735,487831127,945,109,0.71,0.29,0.38,0.14,0,16656064,0,0,16656064,0,0,16656064,0,0,16656064,0,0,16656064,0
JDK_25_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-213732,org.onebrc.again26.BRC040_ASetIsGoodEnough,76,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,62,38,838494954,1040687469,168914304,9002738,26401196,19397417,8621,421646431,902,30,0.81,0.25,0.34,0.11,0,16658048,0,0,16658048,0,0,16658048,0,0,16658048,0,0,16658048,0
JDK_25_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-213732,org.onebrc.again26.BRC041_DirectUpdate,44,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,45,34,967691299,955212293,178663942,9064636,23720002,17248605,9701,345266921,788,30,1.01,0.19,0.27,0.10,0,16658680,0,0,16658680,0,0,16658680,0,0,16658680,0,0,16658680,0
JDK_25_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-213732,org.onebrc.again26.BRC042_NoSplittedString,52,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,60,33,852471955,1001819002,177569320,8873650,22716295,18777280,8545,426354827,715,66,0.85,0.24,0.36,0.09,0,16660056,0,0,16660056,0,0,16660056,0,0,16660056,0,0,16660056,0
JDK_25_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-213732,org.onebrc.again26.BRC045_KeepChars,42,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,50,37,866192999,927974366,173679501,8782170,22811343,17887693,8569,357465931,750,32,0.93,0.22,0.29,0.09,0,16660384,0,0,16660384,0,0,16660384,0,0,16660384,0,0,16660384,0
JDK_25_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-213732,org.onebrc.again26.BRC047_IntOnly,40,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,42,31,843992583,858043888,164949886,8391856,21924886,16623275,8482,301087578,718,9,0.98,0.17,0.25,0.08,0,16660280,0,0,16660280,0,0,16660280,0,0,16660280,0,0,16660280,0
JDK_25_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-213732,org.onebrc.again26.BRC048_ImprovedStringHandling,40,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,40,37,884118189,859837614,164045322,8558552,21860644,17335641,8636,296514082,788,9,1.03,0.17,0.23,0.09,0,16656824,0,0,16656824,0,0,16656824,0,0,16656824,0,0,16656824,0
JDK_25_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-213732,org.onebrc.again26.BRC049_ManualMinMax,38,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,40,31,843102807,827820573,162177147,8207718,22061553,16923369,8475,286030443,718,8,1.02,0.17,0.23,0.07,0,16660296,0,0,16660296,0,0,16660296,0,0,16660296,0,0,16660296,0
JDK_25_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-213732,org.onebrc.again26.BRC050_LargerSet,49,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,49,34,867688091,916117545,166682448,8380604,21716014,17591457,8568,365074792,709,17,0.95,0.21,0.28,0.11,0,16660384,0,0,16660384,0,0,16660384,0,0,16660384,0,0,16660384,0
JDK_25_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-213732,org.onebrc.again26.BRC060_ReadingBytes,30,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,29,27,670306709,767081198,134590920,7200832,19939411,16328838,7888,261181279,573,19,0.87,0.17,0.20,0.09,0,16660504,0,0,16660504,0,0,16660504,0,0,16660504,0,0,16660504,0
JDK_25_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-213732,org.onebrc.again26.BRC061_RandomAccessFile,25,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,26,29,743117664,743999294,145772492,7447903,20295850,15599459,9138,257487965,537,4,1.00,0.17,0.20,0.07,0,16657016,0,0,16657016,0,0,16657016,0,0,16657016,0,0,16657016,0
JDK_25_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-213732,org.onebrc.again26.BRC063_OneAddLess,41,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,34,30,745088150,892305056,147684295,7700403,20637401,16080455,9174,370042260,554,57,0.84,0.23,0.30,0.10,0,16655392,0,0,16655392,0,0,16655392,0,0,16655392,0,0,16655392,0
JDK_25_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-213732,org.onebrc.again26.BRC065_OneLoopLess,41,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,36,28,717913186,779554042,133423345,7494308,19079608,15898878,8342,318753207,604,20,0.92,0.20,0.25,0.09,0,16656832,0,0,16656832,0,0,16656832,0,0,16656832,0,0,16656832,0
JDK_25_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-213732,org.onebrc.again26.BRC067_ParseDifferently,45,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,38,21,776949478,874907445,152115165,7924266,19537206,16698748,9617,363175060,782,41,0.89,0.22,0.28,0.11,0,16660344,0,0,16660344,0,0,16660344,0,0,16660344,0,0,16660344,0
JDK_25_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-213732,org.onebrc.again26.BRC068_InlineParsing,39,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,36,22,685149710,913114594,135740589,7758450,20388153,17160841,8254,369911292,809,61,0.75,0.23,0.29,0.11,0,16643560,0,0,16643560,0,0,16643560,0,0,16643560,0,0,16643560,0
JDK_25_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-213732,org.onebrc.again26.BRC069_InlineParsing_65,29,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,42,22,769355166,939086201,151448278,7910308,20039260,16131579,9298,380404552,587,58,0.82,0.23,0.30,0.10,0,16659528,0,0,16659528,0,0,16659528,0,0,16659528,0,0,16659528,0
JDK_25_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-213732,org.onebrc.again26.BRC070_EqualsCity,35,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,42,34,725362417,838234761,134616092,7618993,18520402,16577951,8038,333376916,638,31,0.87,0.20,0.27,0.09,0,16657008,0,0,16657008,0,0,16657008,0,0,16657008,0,0,16657008,0
JDK_25_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-213732,org.onebrc.again26.BRC072_ReadDirectNotViaBuffer,34,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,45,31,647259376,798514850,124292163,7149814,18446908,16533683,7795,375511219,631,49,0.81,0.25,0.29,0.11,0,16642016,0,0,16642016,0,0,16642016,0,0,16642016,0,0,16642016,0
JDK_25_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-213732,org.onebrc.again26.BRC075_LargeByteBuffer,41,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,30,21,742579138,812259337,136470416,7407715,21693347,15939666,9411,267156911,562,22,0.91,0.17,0.20,0.08,0,16659608,0,0,16659608,0,0,16659608,0,0,16659608,0,0,16659608,0
JDK_25_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-213732,org.onebrc.again26.BRC077_LessAdditions,30,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,26,25,709294349,748218114,142090820,7047962,19112169,15202658,9357,256612575,551,20,0.95,0.18,0.19,0.09,0,16660072,0,0,16660072,0,0,16660072,0,0,16660072,0,0,16660072,0
JDK_25_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-213732,org.onebrc.again26.BRC078_CalculateEarlier,41,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,36,25,642729197,833039670,126540950,7168504,17678394,15633053,8053,319997268,597,56,0.77,0.23,0.25,0.11,0,16656680,0,0,16656680,0,0,16656680,0,0,16656680,0,0,16656680,0
JDK_25_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-213732,org.onebrc.again26.BRC079_RunWithoutByteBuffer,31,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,32,18,642035476,766559955,121492315,7136437,18378669,15714129,8005,275051271,637,18,0.84,0.18,0.21,0.09,0,16660656,0,0,16660656,0,0,16660656,0,0,16660656,0,0,16660656,0
JDK_25_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-213732,org.onebrc.again26.BRC080_JDKArrayUtils,31,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,27,19,687847997,741124041,134634502,7417211,19113103,15800875,8219,265729443,765,17,0.93,0.18,0.20,0.09,0,16656952,0,0,16656952,0,0,16656952,0,0,16656952,0,0,16656952,0
JDK_25_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-213732,org.onebrc.again26.BRC081_LoopUnroll,29,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,27,18,708668522,765108284,141290172,7683339,20356621,15534292,8065,259078608,770,15,0.93,0.16,0.20,0.08,0,16653024,0,0,16653024,0,0,16653024,0,0,16653024,0,0,16653024,0
JDK_25_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-213732,org.onebrc.again26.BRC082_VectorSearchOnlyForLargeArray,26,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,45,30,761852706,747676278,150996620,7700302,21663995,16781504,9321,464684797,521,10,1.02,0.30,0.36,0.14,0,16660440,0,0,16660440,0,0,16660440,0,0,16660440,0,0,16660440,0
JDK_25_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-213732,org.onebrc.again26.BRC083_MainLoop,47,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,47,36,744980724,734511342,151092563,7532863,21313296,16770905,9319,452031614,510,18,1.01,0.28,0.35,0.14,0,16660480,0,0,16660480,0,0,16660480,0,0,16660480,0,0,16660480,0
JDK_25_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-213732,org.onebrc.again26.BRC090_MemorySegment_VOID,91,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,69,73,1143469649,1059188854,224992655,9838950,28568647,21260199,10280,339212329,593,17,1.08,0.20,0.28,0.08,0,16660496,0,0,16660496,0,0,16660496,0,0,16660496,0,0,16660496,0
JDK_25_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-213732,org.onebrc.again26.BRC091_Reviewed83,26,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,24,24,746642063,764057779,153128639,7446579,20438973,15347081,9321,241649757,502,10,0.98,0.16,0.18,0.09,0,16660352,0,0,16660352,0,0,16660352,0,0,16660352,0,0,16660352,0
JDK_25_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-213732,org.onebrc.again26.BRC092_ParseIntegerLessBranches_VOID,30,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,37,18,658883919,836598415,132623727,7260980,19932646,15759682,8035,331638902,581,31,0.79,0.22,0.26,0.09,0,16656552,0,0,16656552,0,0,16656552,0,0,16656552,0,0,16656552,0
JDK_25_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-213732,org.onebrc.again26.BRC093_ParseIntegerLessCode_VOID,36,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,28,23,738496462,787353798,149593454,7426400,19512376,15281379,9318,278077578,496,18,0.94,0.19,0.22,0.08,0,16655584,0,0,16655584,0,0,16655584,0,0,16655584,0,0,16655584,0
JDK_25_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-213732,org.onebrc.again26.BRC094_Reviewed91,30,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,35,22,766009344,840050163,148668079,7888023,24563441,17251999,9292,310902476,553,20,0.91,0.20,0.24,0.09,0,16660720,0,0,16660720,0,0,16660720,0,0,16660720,0,0,16660720,0
JDK_25_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-213732,org.onebrc.again26.BRC095_Hash,26,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,26,22,683105941,721170338,131811462,7273538,18200182,14747846,8070,234612646,552,13,0.95,0.16,0.19,0.07,0,16659552,0,0,16659552,0,0,16659552,0,0,16659552,0,0,16659552,0
JDK_25_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-213732,org.onebrc.again26.BRC096_ReadInt_VOID,49,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,49,31,770080495,782329562,155441581,8020988,22522661,17585777,9378,486659819,740,22,0.98,0.29,0.35,0.18,0,16660344,0,0,16660344,0,0,16660344,0,0,16660344,0,0,16660344,0
JDK_25_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-213732,org.onebrc.again26.BRC097_EqualsCity,47,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,55,36,767484621,855061233,148429230,7947151,24468737,17834084,9332,525695856,495,35,0.90,0.32,0.43,0.14,0,16660152,0,0,16660152,0,0,16660152,0,0,16660152,0,0,16660152,0
JDK_25_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-213732,org.onebrc.again26.BRC098_ParseTemperature_VOID,27,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,24,23,761416895,823756639,149442429,7470584,20754844,16049692,9293,259280815,496,36,0.92,0.17,0.20,0.08,0,16659408,0,0,16659408,0,0,16659408,0,0,16659408,0,0,16659408,0
JDK_25_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-213732,org.onebrc.again26.BRC099_ArrayAccess,30,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,30,20,772984754,828542483,146138107,7809659,23852864,16817283,9412,264980498,551,16,0.93,0.17,0.20,0.08,0,16660392,0,0,16660392,0,0,16660392,0,0,16660392,0,0,16660392,0
JDK_25_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-213732,org.onebrc.again26.BRC120_OnlyHashing_From95,23,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,22,19,678831820,731910260,131112498,6977157,19800860,14178238,9281,229378384,563,18,0.93,0.16,0.17,0.08,0,16656824,0,0,16656824,0,0,16656824,0,0,16656824,0,0,16656824,0
JDK_25_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-213732,org.onebrc.again26.BRC121_UpdatedLoops,29,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,27,18,655860261,745627780,135313808,6950899,17361291,13996593,9299,278602971,574,16,0.88,0.20,0.21,0.10,0,16660072,0,0,16660072,0,0,16660072,0,0,16660072,0,0,16660072,0
JDK_25_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-213732,org.onebrc.again26.BRC123_121plus105_VOID,25,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,23,19,671779382,724954433,132698928,7044948,19699247,15307397,9270,240497857,565,19,0.93,0.17,0.18,0.08,0,16660296,0,0,16660296,0,0,16660296,0,0,16660296,0,0,16660296,0
JDK_25_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-213732,org.onebrc.again26.BRC125_Refined_121,23,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,21,18,696190676,704427598,130023479,6917946,17014138,14135267,9270,219384427,584,7,0.99,0.16,0.16,0.07,0,16659464,0,0,16659464,0,0,16659464,0,0,16659464,0,0,16659464,0
JDK_25_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-213732,org.onebrc.again26.BRC127_ParsingTempAI_VOID,22,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,44,32,616919222,666121832,118340663,6998177,17735690,15050499,7737,369919593,616,20,0.93,0.23,0.30,0.09,0,16660472,0,0,16660472,0,0,16660472,0,0,16660472,0,0,16660472,0
JDK_25_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-213732,org.onebrc.again26.BRC000_Empty,0,z4PhNX7vuL3xVChQ1m2AB9Yg5AULVxXcg/SpIdNs6c5H0NE8XYXysP+DGNKHfuwvY7kxvUdBeoGlODJ6+SfaPg==,0,0,409681964,445547302,80582182,4734062,10874342,11017461,7103,276024272,300,16,0.92,0.22,0.19,0.12,0,16643856,0,0,16643856,0,0,16643856,0,0,16643856,0,0,16643856,0
JDK_25_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-213732,org.onebrc.again26.BRC001_Baseline,147,KKnym6bvAbvJKBh8OQTRvGyt/dxiPRE3zLCyGPqKquKooIT05rf/fD3F0IDhM9ZF4n0bSRi6c4x84xf0llwtoA==,101,72,1612901681,1801092690,330615625,15136399,56618679,29339326,12886,633570285,491,34,0.90,0.25,0.56,0.09,0,16656216,0,0,16656216,0,0,16656216,0,0,16656216,0,0,16656216,0
