JDK,GC_OPTS,VM_OPTS,PROG_OPTS,BINDING,DATA,RunTimestamp,Class,MedianRuntimeMs,Checksum,PerfRuntimeMs,JfrRuntimeMs,Instructions,Cycles,Branches,BranchMisses,L1Misses,LLCMisses,PageFaults,TaskClock,ContextSwitches,CpuMigrations,IPC,SecElapsed,SecUser,SecSys,GcPauseMs,AllocatedBytes,JitCompilationMs,GcPauseMs,AllocatedBytes,JitCompilationMs,GcPauseMs,AllocatedBytes,JitCompilationMs,GcPauseMs,AllocatedBytes,JitCompilationMs,GcPauseMs,AllocatedBytes,JitCompilationMs
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-213732,org.onebrc.again26.BRC067_ParseDifferently,65,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,39,45,997466828,959739594,180022524,9339121,25413246,18702488,10356,302183077,800,12,1.04,0.20,0.24,0.09,0,21877376,0,0,21877376,0,0,21877376,0,0,21877376,0,0,21877376,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-213732,org.onebrc.again26.BRC068_InlineParsing,41,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,44,52,968331253,970639867,181424770,9083327,24186094,17917148,10167,353154772,538,16,1.00,0.23,0.27,0.11,0,21851680,0,0,21851680,0,0,21851680,0,0,21851680,0,0,21851680,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-213732,org.onebrc.again26.BRC069_InlineParsing_65,46,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,43,40,958904742,1012901504,185386210,9080258,22055761,18203071,10156,341599393,594,27,0.95,0.22,0.27,0.09,0,21879016,0,0,21879016,0,0,21879016,0,0,21879016,0,0,21879016,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-213732,org.onebrc.again26.BRC070_EqualsCity,44,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,53,42,959479128,985406257,182363359,8961522,24017347,18937261,10200,352905883,623,25,0.97,0.24,0.28,0.10,0,21876456,0,0,21876456,0,0,21876456,0,0,21876456,0,0,21876456,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-213732,org.onebrc.again26.BRC072_ReadDirectNotViaBuffer,56,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,43,47,923940830,918845292,170952028,8762960,22037477,17977410,9533,333462164,596,15,1.01,0.23,0.26,0.10,0,21876344,0,0,21876344,0,0,21876344,0,0,21876344,0,0,21876344,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-213732,org.onebrc.again26.BRC075_LargeByteBuffer,51,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,49,43,930559616,963484209,176039715,8795499,23710365,19401226,10039,313104940,644,30,0.97,0.21,0.25,0.08,0,21852504,0,0,21852504,0,0,21852504,0,0,21852504,0,0,21852504,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-213732,org.onebrc.again26.BRC077_LessAdditions,36,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,37,40,907724522,866041530,170220547,8545081,21690679,17412569,10077,282252363,597,14,1.05,0.19,0.22,0.08,0,21877336,0,0,21877336,0,0,21877336,0,0,21877336,0,0,21877336,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-213732,org.onebrc.again26.BRC078_CalculateEarlier,42,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,38,46,902106735,934336305,172709919,8894839,24921575,18209227,10010,313981200,595,18,0.97,0.21,0.25,0.08,0,21876160,0,0,21876160,0,0,21876160,0,0,21876160,0,0,21876160,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-213732,org.onebrc.again26.BRC079_RunWithoutByteBuffer,38,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,38,51,913796683,900058659,172715406,8633725,21992726,17979663,10104,304470284,609,20,1.02,0.22,0.23,0.10,0,21876144,0,0,21876144,0,0,21876144,0,0,21876144,0,0,21876144,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-213732,org.onebrc.again26.BRC080_JDKArrayUtils,38,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,38,37,954929684,902971368,169662159,8721912,22877016,16956773,10104,299667665,796,14,1.06,0.19,0.24,0.08,0,21876544,0,0,21876544,0,0,21876544,0,0,21876544,0,0,21876544,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-213732,org.onebrc.again26.BRC081_LoopUnroll,44,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,58,41,947682551,1051873677,182758687,9491625,25920775,19486171,10147,407272004,893,49,0.90,0.25,0.32,0.11,0,21880096,0,0,21880096,0,0,21880096,0,0,21880096,0,0,21880096,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-213732,org.onebrc.again26.BRC082_VectorSearchOnlyForLargeArray,37,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,39,38,958440896,926650452,177618629,8764322,22773465,17602530,9986,306570420,566,17,1.03,0.20,0.25,0.08,0,21876128,0,0,21876128,0,0,21876128,0,0,21876128,0,0,21876128,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-213732,org.onebrc.again26.BRC083_MainLoop,38,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,38,40,956835173,913991285,179083708,8880476,22869144,17767634,9807,293236242,556,14,1.05,0.20,0.22,0.09,0,21876968,0,0,21876968,0,0,21876968,0,0,21876968,0,0,21876968,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-213732,org.onebrc.again26.BRC090_MemorySegment_VOID,0,ERROR,0,0,250617019,303158497,50663472,3237747,5609187,5278952,7955,90806117,153,15,0.83,0.12,0.05,0.05,0,22101448,0,0,22101448,0,0,22101448,0,0,22101448,0,0,22101448,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-213732,org.onebrc.again26.BRC091_Reviewed83,45,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,39,41,970329958,932129931,176140462,9194497,23222576,18114651,10064,334192639,804,28,1.04,0.22,0.26,0.10,0,21880000,0,0,21880000,0,0,21880000,0,0,21880000,0,0,21880000,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-213732,org.onebrc.again26.BRC092_ParseIntegerLessBranches_VOID,42,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,44,45,952635446,956695526,177691470,9179832,24360550,18861948,9940,339362730,841,23,1.00,0.22,0.26,0.11,0,21876248,0,0,21876248,0,0,21876248,0,0,21876248,0,0,21876248,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-213732,org.onebrc.again26.BRC093_ParseIntegerLessCode_VOID,42,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,60,38,939984790,972818443,182590945,9166074,23800315,18825000,9900,400757218,588,23,0.97,0.25,0.32,0.10,0,21879104,0,0,21879104,0,0,21879104,0,0,21879104,0,0,21879104,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-213732,org.onebrc.again26.BRC094_Reviewed91,42,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,47,37,952370503,975650719,175917247,9169907,24305818,18666627,9908,325190330,614,26,0.98,0.22,0.26,0.09,0,21880104,0,0,21880104,0,0,21880104,0,0,21880104,0,0,21880104,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-213732,org.onebrc.again26.BRC095_Hash,51,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,37,50,929343758,916755892,183618360,8978775,22726974,18017737,10139,298296771,606,14,1.01,0.20,0.23,0.09,0,21876056,0,0,21876056,0,0,21876056,0,0,21876056,0,0,21876056,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-213732,org.onebrc.again26.BRC096_ReadInt_VOID,39,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,42,47,956635579,981864694,188347368,9304586,24165786,18887978,10143,345412458,787,19,0.97,0.22,0.26,0.12,0,21878896,0,0,21878896,0,0,21878896,0,0,21878896,0,0,21878896,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-213732,org.onebrc.again26.BRC097_EqualsCity,40,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,36,44,961618685,884639597,177738289,8891124,22514212,17303222,10145,292713921,551,8,1.09,0.20,0.24,0.08,0,21879984,0,0,21879984,0,0,21879984,0,0,21879984,0,0,21879984,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-213732,org.onebrc.again26.BRC098_ParseTemperature_VOID,39,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,38,44,941122570,887962603,175400469,8752352,21893672,18032296,10086,296000613,577,22,1.06,0.20,0.23,0.08,0,21880176,0,0,21880176,0,0,21880176,0,0,21880176,0,0,21880176,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-213732,org.onebrc.again26.BRC099_ArrayAccess,63,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,55,58,962132602,1049470701,175691191,9287147,24499047,18103908,10107,384618174,569,33,0.92,0.25,0.31,0.10,0,21876088,0,0,21876088,0,0,21876088,0,0,21876088,0,0,21876088,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-213732,org.onebrc.again26.BRC120_OnlyHashing_From95,45,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,42,39,864421366,961057287,163444350,8476386,23894803,18348993,9836,345732222,629,39,0.90,0.24,0.28,0.10,0,21880288,0,0,21880288,0,0,21880288,0,0,21880288,0,0,21880288,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-213732,org.onebrc.again26.BRC121_UpdatedLoops,48,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,36,42,877687118,852962147,158314223,8208284,20566067,17076003,9703,286306086,602,19,1.03,0.21,0.23,0.08,0,21880088,0,0,21880088,0,0,21880088,0,0,21880088,0,0,21880088,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-213732,org.onebrc.again26.BRC123_121plus105_VOID,34,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,37,50,888995137,872787145,165099560,8545173,22761273,17828073,9667,285575230,598,9,1.02,0.19,0.23,0.07,0,21878936,0,0,21878936,0,0,21878936,0,0,21878936,0,0,21878936,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-213732,org.onebrc.again26.BRC125_Refined_121,46,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,57,44,890051743,1063243760,163285200,8868910,27378501,19356300,9691,384337087,628,41,0.84,0.26,0.31,0.10,0,21876312,0,0,21876312,0,0,21876312,0,0,21876312,0,0,21876312,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-213732,org.onebrc.again26.BRC127_ParsingTempAI_VOID,43,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,37,36,874643525,847617906,159948456,8140115,21192000,17617566,9726,293666351,599,34,1.03,0.21,0.23,0.08,0,21879064,0,0,21879064,0,0,21879064,0,0,21879064,0,0,21879064,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-213732,org.onebrc.again26.BRC000_Empty,0,z4PhNX7vuL3xVChQ1m2AB9Yg5AULVxXcg/SpIdNs6c5H0NE8XYXysP+DGNKHfuwvY7kxvUdBeoGlODJ6+SfaPg==,0,0,546685200,551532314,105629245,4996014,12047541,10791258,8616,180447453,269,12,0.99,0.16,0.13,0.07,0,21880200,0,0,21880200,0,0,21880200,0,0,21880200,0,0,21880200,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-213732,org.onebrc.again26.BRC001_Baseline,122,KKnym6bvAbvJKBh8OQTRvGyt/dxiPRE3zLCyGPqKquKooIT05rf/fD3F0IDhM9ZF4n0bSRi6c4x84xf0llwtoA==,115,110,1491196842,1578416160,278889075,13517191,46269192,27401492,12053,609674176,779,39,0.94,0.33,0.52,0.12,0,21876232,186,0,21876232,186,0,21876232,186,0,21876232,186,0,21876232,186
JDK_25_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-213732,org.onebrc.again26.BRC100_DirectTempWrite,32,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,28,24,756417680,748182621,145101256,7420162,20230884,15365326,9321,271320113,535,14,1.01,0.18,0.21,0.08,0,16655840,0,0,16655840,0,0,16655840,0,0,16655840,0,0,16655840,0
JDK_25_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-213732,org.onebrc.again26.BRC101_ParseFrom65_VOID,30,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,24,18,731949290,750096580,146611565,7386087,20199806,15076518,9265,248888026,518,10,0.98,0.17,0.19,0.08,0,16660216,0,0,16660216,0,0,16660216,0,0,16660216,0,0,16660216,0
JDK_25_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-213732,org.onebrc.again26.BRC105_ParseTemp_95,27,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,28,19,751946520,795439343,148303329,7357359,21559309,15726282,9279,264370767,489,21,0.95,0.17,0.22,0.07,0,16656952,0,0,16656952,0,0,16656952,0,0,16656952,0,0,16656952,0
JDK_25_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-213732,org.onebrc.again26.BRC106_ParseTemp_105,28,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,23,33,746631643,753310152,148438366,7558494,19976443,15415093,9336,239994771,506,18,0.99,0.16,0.19,0.07,0,16643928,0,0,16643928,0,0,16643928,0,0,16643928,0,0,16643928,0
JDK_25_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-213732,org.onebrc.again26.BRC107_ParseTemp,55,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,52,36,760703480,788506949,151880261,8033869,23484285,17639578,9330,493623644,747,20,0.96,0.30,0.37,0.16,0,16658416,0,0,16658416,0,0,16658416,0,0,16658416,0,0,16658416,0
JDK_25_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-213732,org.onebrc.again26.BRC110_EqualsCitySplit,50,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,44,21,753356851,708770079,150077303,7490070,20759246,16250748,9290,437370324,513,14,1.06,0.27,0.35,0.13,0,16660696,0,0,16660696,0,0,16660696,0,0,16660696,0,0,16660696,0
JDK_25_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-213732,org.onebrc.again26.BRC111_EqualsCitySplit_Reverse,26,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,23,23,746109239,762770399,152991374,7317557,19777383,15217048,9359,235311953,504,11,0.98,0.15,0.18,0.07,0,16656240,0,0,16656240,0,0,16656240,0,0,16656240,0,0,16656240,0
JDK_25_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-213732,org.onebrc.again26.BRC112_EqualsCityMismatch,0,ERROR,0,0,207641921,253618952,39759370,2797674,4562169,5002604,6483,82435700,174,11,0.82,0.08,0.04,0.06,0,16660280,0,0,16660280,0,0,16660280,0,0,16660280,0,0,16660280,0
JDK_25_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-213732,org.onebrc.again26.BRC113_EqualsCityMismatchSimple,0,ERROR,0,0,202650206,261077022,40787895,2692795,4578569,4627607,6480,80972691,162,10,0.78,0.09,0.05,0.05,0,16656768,0,0,16656768,0,0,16656768,0,0,16656768,0,0,16656768,0
JDK_25_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-213732,org.onebrc.again26.BRC010_NoStream,68,KKnym6bvAbvJKBh8OQTRvGyt/dxiPRE3zLCyGPqKquKooIT05rf/fD3F0IDhM9ZF4n0bSRi6c4x84xf0llwtoA==,84,72,1512247024,1549137523,298310709,14557791,54360635,28801959,11553,558827849,642,30,0.98,0.22,0.49,0.09,0,16660224,0,0,16660224,0,0,16660224,0,0,16660224,0,0,16660224,0
JDK_25_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-213732,org.onebrc.again26.BRC012_SplitRemoved,84,KKnym6bvAbvJKBh8OQTRvGyt/dxiPRE3zLCyGPqKquKooIT05rf/fD3F0IDhM9ZF4n0bSRi6c4x84xf0llwtoA==,94,66,1040834127,1342937202,210573717,11139527,36774790,22524423,9816,509740400,894,39,0.78,0.27,0.42,0.11,0,16658688,0,0,16658688,0,0,16658688,0,0,16658688,0,0,16658688,0
JDK_25_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-213732,org.onebrc.again26.BRC014_NewParseDouble,51,OLmpjJYZirGroHNkK6ClaXESmpBUD7OE6AwSt62LUd04Rp7+XMFQIf9HqoG+IyX6j+8LBCbMRtD5d0M4apQY6A==,52,42,895486724,1021172405,173356839,9336199,28823108,19554318,9194,354980465,905,52,0.88,0.21,0.29,0.09,0,16659368,0,0,16659368,0,0,16659368,0,0,16659368,0,0,16659368,0
JDK_25_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-213732,org.onebrc.again26.BRC015_ParseDoubleSimpler1,45,OLmpjJYZirGroHNkK6ClaXESmpBUD7OE6AwSt62LUd04Rp7+XMFQIf9HqoG+IyX6j+8LBCbMRtD5d0M4apQY6A==,50,45,902422274,947630653,173092935,8928443,24079982,18467474,9229,328076648,843,16,0.95,0.19,0.26,0.09,0,16656664,0,0,16656664,0,0,16656664,0,0,16656664,0,0,16656664,0
JDK_25_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-213732,org.onebrc.again26.BRC016_NoExtraString,49,OLmpjJYZirGroHNkK6ClaXESmpBUD7OE6AwSt62LUd04Rp7+XMFQIf9HqoG+IyX6j+8LBCbMRtD5d0M4apQY6A==,53,45,880412787,937939046,175184408,9056773,25399617,18426406,8976,354484949,825,21,0.94,0.20,0.28,0.10,0,16660168,0,0,16660168,0,0,16660168,0,0,16660168,0,0,16660168,0
JDK_25_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-213732,org.onebrc.again26.BRC017_ParseDoubleSimpler2,49,OLmpjJYZirGroHNkK6ClaXESmpBUD7OE6AwSt62LUd04Rp7+XMFQIf9HqoG+IyX6j+8LBCbMRtD5d0M4apQY6A==,56,49,896570403,994214129,172532877,9257871,26765013,19234551,8982,374451627,870,32,0.90,0.22,0.31,0.09,0,16659168,0,0,16659168,0,0,16659168,0,0,16659168,0,0,16659168,0
JDK_25_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-213732,org.onebrc.again26.BRC020_IntegerValue,52,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,66,36,899570118,1058940407,168272065,9380276,27801845,19105499,8874,428533780,864,58,0.85,0.26,0.35,0.12,0,16656672,0,0,16656672,0,0,16656672,0,0,16656672,0,0,16656672,0
JDK_25_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-213732,org.onebrc.again26.BRC021_LooplessParsing,42,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,43,39,850003600,871592250,166033897,8881726,24492543,17764652,8811,292158192,800,19,0.98,0.17,0.23,0.08,0,16660448,0,0,16660448,0,0,16660448,0,0,16660448,0,0,16660448,0
JDK_25_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-213732,org.onebrc.again26.BRC022_LooplessParsing2,42,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,43,61,873916656,874814994,169451340,8786131,23483098,17211632,8893,280912580,819,13,1.00,0.17,0.23,0.08,0,16659640,0,0,16659640,0,0,16659640,0,0,16659640,0,0,16659640,0
JDK_25_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-213732,org.onebrc.again26.BRC025_MutateData,80,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,110,65,958251175,1048454250,189456020,9880604,31371664,20558701,9800,646697198,814,77,0.91,0.36,0.53,0.16,0,16660688,0,0,16660688,0,0,16660688,0,0,16660688,0,0,16660688,0
JDK_25_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-213732,org.onebrc.again26.BRC027_SizedMap,81,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,94,35,883762474,923325990,171500345,9263894,27502256,20414326,8780,574169669,863,46,0.96,0.34,0.47,0.14,0,16655152,0,0,16655152,0,0,16655152,0,0,16655152,0,0,16655152,0
