JDK,GC_OPTS,VM_OPTS,PROG_OPTS,BINDING,DATA,RunTimestamp,Class,MedianRuntimeMs,Checksum,PerfRuntimeMs,JfrRuntimeMs,Instructions,Cycles,Branches,BranchMisses,L1Misses,LLCMisses,PageFaults,TaskClock,ContextSwitches,CpuMigrations,IPC,SecElapsed,SecUser,SecSys,GcPauseMs,AllocatedBytes,JitCompilationMs
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260511-111208,org.onebrc.again26.BRC016_NoExtraString,71,voBUT+lhssgXHcvCE+YPWG+wPNZQYAqMgRlIGp0sfdurdBLnnhxfTxhY/+TBwn1tHiyBEpGKTje339QcrDz9Lg==,72,56,1135966898,1113120032,209749630,10552095,31132321,22130296,10625,432960054,813,19,1.02,0.25,0.36,0.10,0,21876800,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260511-111208,org.onebrc.again26.BRC017_ParseDoubleSimpler2,62,voBUT+lhssgXHcvCE+YPWG+wPNZQYAqMgRlIGp0sfdurdBLnnhxfTxhY/+TBwn1tHiyBEpGKTje339QcrDz9Lg==,72,99,1105077082,1133483963,213756680,10532935,31022263,21275433,10577,454931263,767,13,0.97,0.27,0.35,0.13,0,21876704,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260511-111208,org.onebrc.again26.BRC020_IntegerValue,86,voBUT+lhssgXHcvCE+YPWG+wPNZQYAqMgRlIGp0sfdurdBLnnhxfTxhY/+TBwn1tHiyBEpGKTje339QcrDz9Lg==,106,115,1127524183,1339814146,218481627,11129366,36884938,23821416,10606,590993518,888,59,0.84,0.32,0.51,0.11,0,21876608,145
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260511-111208,org.onebrc.again26.BRC021_LooplessParsing,98,voBUT+lhssgXHcvCE+YPWG+wPNZQYAqMgRlIGp0sfdurdBLnnhxfTxhY/+TBwn1tHiyBEpGKTje339QcrDz9Lg==,86,157,1097607602,1110641944,205431606,10499254,30368725,21785613,10544,561952902,787,48,0.99,0.33,0.46,0.13,0,21879560,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260511-111208,org.onebrc.again26.BRC022_LooplessParsing2,76,voBUT+lhssgXHcvCE+YPWG+wPNZQYAqMgRlIGp0sfdurdBLnnhxfTxhY/+TBwn1tHiyBEpGKTje339QcrDz9Lg==,81,85,1112742134,1137897587,208112124,10747191,32500205,22673195,10525,491765859,773,29,0.98,0.29,0.41,0.10,0,21876640,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260511-111208,org.onebrc.again26.BRC025_MutateData,0,ERROR,0,0,259372389,312061861,52107587,3400050,6106548,5784881,7969,140337884,165,8,0.83,0.15,0.09,0.08,0,22105696,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260511-111208,org.onebrc.again26.BRC027_SizedMap,114,voBUT+lhssgXHcvCE+YPWG+wPNZQYAqMgRlIGp0sfdurdBLnnhxfTxhY/+TBwn1tHiyBEpGKTje339QcrDz9Lg==,96,72,1200092028,1309556264,231390430,11957938,39122650,25687784,11142,573279654,825,51,0.92,0.32,0.49,0.12,0,21863224,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260511-111208,org.onebrc.again26.BRC030_OpenMap,78,voBUT+lhssgXHcvCE+YPWG+wPNZQYAqMgRlIGp0sfdurdBLnnhxfTxhY/+TBwn1tHiyBEpGKTje339QcrDz9Lg==,81,91,1099539366,1010667780,208980585,9996341,28565187,20974335,10406,499300758,834,23,1.09,0.30,0.40,0.13,0,21876576,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260511-111208,org.onebrc.again26.BRC031_OpenMapLessCasting,97,voBUT+lhssgXHcvCE+YPWG+wPNZQYAqMgRlIGp0sfdurdBLnnhxfTxhY/+TBwn1tHiyBEpGKTje339QcrDz9Lg==,95,130,1121547898,1211358166,204815378,10445288,31707385,21084622,10473,542727080,844,45,0.93,0.32,0.43,0.14,0,21877792,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260511-111208,org.onebrc.again26.BRC033_SimplerLambda,89,voBUT+lhssgXHcvCE+YPWG+wPNZQYAqMgRlIGp0sfdurdBLnnhxfTxhY/+TBwn1tHiyBEpGKTje339QcrDz9Lg==,154,100,1156711228,1270330964,218848916,11495713,37294559,25525066,10476,882357087,858,86,0.91,0.49,0.75,0.19,0,21856216,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260511-111208,org.onebrc.again26.BRC035_NoLambda,94,voBUT+lhssgXHcvCE+YPWG+wPNZQYAqMgRlIGp0sfdurdBLnnhxfTxhY/+TBwn1tHiyBEpGKTje339QcrDz9Lg==,93,90,1100667748,1232817931,203939227,10934277,34852144,24525513,10360,577699436,906,80,0.89,0.34,0.49,0.12,0,21877832,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260511-111208,org.onebrc.again26.BRC036_TurnedIfs,65,voBUT+lhssgXHcvCE+YPWG+wPNZQYAqMgRlIGp0sfdurdBLnnhxfTxhY/+TBwn1tHiyBEpGKTje339QcrDz9Lg==,69,73,1076824370,1061319891,206455421,9991235,26964874,20394385,10439,458327752,839,27,1.01,0.29,0.38,0.11,0,21876376,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260511-111208,org.onebrc.again26.BRC037_LessNullChecks,63,voBUT+lhssgXHcvCE+YPWG+wPNZQYAqMgRlIGp0sfdurdBLnnhxfTxhY/+TBwn1tHiyBEpGKTje339QcrDz9Lg==,60,64,1100401770,1056827894,205663128,10096991,29319637,21308402,10374,413752386,882,20,1.04,0.26,0.33,0.11,0,21880512,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260511-111208,org.onebrc.again26.BRC040_ASetIsGoodEnough,58,voBUT+lhssgXHcvCE+YPWG+wPNZQYAqMgRlIGp0sfdurdBLnnhxfTxhY/+TBwn1tHiyBEpGKTje339QcrDz9Lg==,60,62,1131397656,1036284959,205379016,10122551,28360513,19916770,10458,398187283,818,10,1.09,0.24,0.32,0.11,0,21877936,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260511-111208,org.onebrc.again26.BRC041_DirectUpdate,76,voBUT+lhssgXHcvCE+YPWG+wPNZQYAqMgRlIGp0sfdurdBLnnhxfTxhY/+TBwn1tHiyBEpGKTje339QcrDz9Lg==,75,69,1115719196,1154126572,208883656,10471276,32502950,21644481,10390,487159776,864,44,0.97,0.29,0.39,0.12,0,21880624,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260511-111208,org.onebrc.again26.BRC042_NoSplittedString,78,voBUT+lhssgXHcvCE+YPWG+wPNZQYAqMgRlIGp0sfdurdBLnnhxfTxhY/+TBwn1tHiyBEpGKTje339QcrDz9Lg==,76,64,1104157865,994977559,201450228,9925485,26876515,20308521,10142,486072844,797,32,1.11,0.30,0.39,0.13,0,21878040,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260511-111208,org.onebrc.again26.BRC045_KeepChars,59,voBUT+lhssgXHcvCE+YPWG+wPNZQYAqMgRlIGp0sfdurdBLnnhxfTxhY/+TBwn1tHiyBEpGKTje339QcrDz9Lg==,65,56,1230999382,1179940503,230279501,11339032,33597825,22837356,11982,471016894,695,9,1.04,0.25,0.37,0.12,0,21877472,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260511-111208,org.onebrc.again26.BRC047_IntOnly,58,voBUT+lhssgXHcvCE+YPWG+wPNZQYAqMgRlIGp0sfdurdBLnnhxfTxhY/+TBwn1tHiyBEpGKTje339QcrDz9Lg==,83,57,1141317730,1261564127,218821070,10755881,34960734,23658317,10995,556156137,756,67,0.90,0.31,0.45,0.14,0,21876440,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260511-111208,org.onebrc.again26.BRC048_ImprovedStringHandling,61,voBUT+lhssgXHcvCE+YPWG+wPNZQYAqMgRlIGp0sfdurdBLnnhxfTxhY/+TBwn1tHiyBEpGKTje339QcrDz9Lg==,58,53,1060785417,1003449747,200485656,9674310,27460304,19639307,10157,370267564,784,23,1.06,0.22,0.30,0.09,0,21852904,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260511-111208,org.onebrc.again26.BRC049_ManualMinMax,84,voBUT+lhssgXHcvCE+YPWG+wPNZQYAqMgRlIGp0sfdurdBLnnhxfTxhY/+TBwn1tHiyBEpGKTje339QcrDz9Lg==,67,62,1080921118,1015773598,203750934,9946626,27139227,21005689,10344,460291733,830,27,1.06,0.29,0.36,0.13,0,21880512,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260511-111208,org.onebrc.again26.BRC050_LargerSet,59,voBUT+lhssgXHcvCE+YPWG+wPNZQYAqMgRlIGp0sfdurdBLnnhxfTxhY/+TBwn1tHiyBEpGKTje339QcrDz9Lg==,59,62,1097721481,1052813367,208280456,9931447,27118639,20863282,10317,409152781,823,24,1.04,0.24,0.33,0.10,0,21880608,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260511-111208,org.onebrc.again26.BRC060_ReadingBytes,53,voBUT+lhssgXHcvCE+YPWG+wPNZQYAqMgRlIGp0sfdurdBLnnhxfTxhY/+TBwn1tHiyBEpGKTje339QcrDz9Lg==,55,67,1112527824,1047458736,205881315,9983347,28046394,20709534,10390,399759834,813,26,1.06,0.24,0.32,0.10,0,21876824,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260511-111208,org.onebrc.again26.BRC061_RandomAccessFile,46,voBUT+lhssgXHcvCE+YPWG+wPNZQYAqMgRlIGp0sfdurdBLnnhxfTxhY/+TBwn1tHiyBEpGKTje339QcrDz9Lg==,40,48,950597845,890568039,185105834,8762768,21729118,18266742,9791,317852101,576,14,1.07,0.21,0.25,0.09,0,21876488,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260511-111208,org.onebrc.again26.BRC063_OneAddLess,39,voBUT+lhssgXHcvCE+YPWG+wPNZQYAqMgRlIGp0sfdurdBLnnhxfTxhY/+TBwn1tHiyBEpGKTje339QcrDz9Lg==,40,64,980062719,869807780,169633287,8800967,22569925,17000402,9739,322231002,598,9,1.13,0.22,0.25,0.10,0,21879280,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260511-111208,org.onebrc.again26.BRC065_OneLoopLess,69,voBUT+lhssgXHcvCE+YPWG+wPNZQYAqMgRlIGp0sfdurdBLnnhxfTxhY/+TBwn1tHiyBEpGKTje339QcrDz9Lg==,66,55,963630668,841333105,177925886,8954466,22440199,18585975,10137,522192961,548,11,1.15,0.34,0.43,0.14,0,21876752,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260511-111208,org.onebrc.again26.BRC067_ParseDifferently,67,voBUT+lhssgXHcvCE+YPWG+wPNZQYAqMgRlIGp0sfdurdBLnnhxfTxhY/+TBwn1tHiyBEpGKTje339QcrDz9Lg==,47,53,989980853,982655991,176060050,9505467,27738192,20042088,10345,347692871,857,18,1.01,0.21,0.27,0.10,0,21876456,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260511-111208,org.onebrc.again26.BRC068_InlineParsing,43,voBUT+lhssgXHcvCE+YPWG+wPNZQYAqMgRlIGp0sfdurdBLnnhxfTxhY/+TBwn1tHiyBEpGKTje339QcrDz9Lg==,41,51,968975901,968212587,180302738,9209718,25700144,18837469,10127,336652312,602,38,1.00,0.22,0.27,0.09,0,21876792,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260511-111208,org.onebrc.again26.BRC069_InlineParsing_65,41,voBUT+lhssgXHcvCE+YPWG+wPNZQYAqMgRlIGp0sfdurdBLnnhxfTxhY/+TBwn1tHiyBEpGKTje339QcrDz9Lg==,42,42,934409080,906829215,181655512,8983659,24032829,18927114,10161,319023172,591,24,1.03,0.21,0.24,0.10,0,21880512,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260511-111208,org.onebrc.again26.BRC070_EqualsCity,42,voBUT+lhssgXHcvCE+YPWG+wPNZQYAqMgRlIGp0sfdurdBLnnhxfTxhY/+TBwn1tHiyBEpGKTje339QcrDz9Lg==,47,46,977861721,895641726,179913815,8903967,22529074,17842064,10241,336170362,614,14,1.09,0.22,0.27,0.09,0,21877632,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260511-111208,org.onebrc.again26.BRC072_ReadDirectNotViaBuffer,38,voBUT+lhssgXHcvCE+YPWG+wPNZQYAqMgRlIGp0sfdurdBLnnhxfTxhY/+TBwn1tHiyBEpGKTje339QcrDz9Lg==,37,42,917021996,871471253,173340675,8386006,21793269,17919906,9558,300841985,599,19,1.05,0.20,0.24,0.08,0,21876704,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260511-111208,org.onebrc.again26.BRC075_LargeByteBuffer,38,voBUT+lhssgXHcvCE+YPWG+wPNZQYAqMgRlIGp0sfdurdBLnnhxfTxhY/+TBwn1tHiyBEpGKTje339QcrDz9Lg==,38,49,896412106,844372440,167534724,8345227,21006886,16973177,9996,298894565,594,14,1.06,0.20,0.23,0.09,0,21876800,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260511-111208,org.onebrc.again26.BRC077_LessAdditions,39,voBUT+lhssgXHcvCE+YPWG+wPNZQYAqMgRlIGp0sfdurdBLnnhxfTxhY/+TBwn1tHiyBEpGKTje339QcrDz9Lg==,38,44,911674309,862214655,171102528,8659488,22150726,17161679,10148,296295783,590,12,1.06,0.20,0.23,0.09,0,21880600,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260511-111208,org.onebrc.again26.BRC078_CalculateEarlier,39,voBUT+lhssgXHcvCE+YPWG+wPNZQYAqMgRlIGp0sfdurdBLnnhxfTxhY/+TBwn1tHiyBEpGKTje339QcrDz9Lg==,38,60,901575161,890354822,168971716,8603226,23330609,18483400,9966,311341602,591,17,1.01,0.21,0.25,0.09,0,21880296,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260511-111208,org.onebrc.again26.BRC079_RunWithoutByteBuffer,70,voBUT+lhssgXHcvCE+YPWG+wPNZQYAqMgRlIGp0sfdurdBLnnhxfTxhY/+TBwn1tHiyBEpGKTje339QcrDz9Lg==,68,72,929806708,833727268,166948775,8694828,20996707,17722475,10111,516521630,611,14,1.12,0.37,0.40,0.16,0,21880480,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260511-111208,org.onebrc.again26.BRC080_JDKArrayUtils,52,voBUT+lhssgXHcvCE+YPWG+wPNZQYAqMgRlIGp0sfdurdBLnnhxfTxhY/+TBwn1tHiyBEpGKTje339QcrDz9Lg==,94,37,966104289,1240300611,179213158,9926455,23567353,19460663,10464,625451537,926,123,0.78,0.37,0.50,0.16,0,21876544,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260511-111208,org.onebrc.again26.BRC081_LoopUnroll,46,voBUT+lhssgXHcvCE+YPWG+wPNZQYAqMgRlIGp0sfdurdBLnnhxfTxhY/+TBwn1tHiyBEpGKTje339QcrDz9Lg==,44,61,980622370,942518975,182772429,9307360,23875432,18538180,10102,351182765,806,17,1.04,0.21,0.28,0.09,0,21879792,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260511-111208,org.onebrc.again26.BRC082_VectorSearchOnlyForLargeArray,63,voBUT+lhssgXHcvCE+YPWG+wPNZQYAqMgRlIGp0sfdurdBLnnhxfTxhY/+TBwn1tHiyBEpGKTje339QcrDz9Lg==,86,76,939506115,1160122802,176123075,9434438,20935412,18629863,10087,578227511,642,58,0.81,0.37,0.48,0.14,0,21876528,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260511-111208,org.onebrc.again26.BRC083_MainLoop,60,voBUT+lhssgXHcvCE+YPWG+wPNZQYAqMgRlIGp0sfdurdBLnnhxfTxhY/+TBwn1tHiyBEpGKTje339QcrDz9Lg==,53,55,940532779,964791861,176833183,9139886,24799587,18863509,9918,370728353,603,16,0.97,0.25,0.30,0.10,0,21876704,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260511-111208,org.onebrc.again26.BRC090_MemorySegment_VOID,0,ERROR,0,0,265608012,361243619,51969527,3411209,7892566,5576788,7981,279631978,254,24,0.74,0.29,0.18,0.14,0,22102912,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260511-111208,org.onebrc.again26.BRC091_Reviewed83,55,voBUT+lhssgXHcvCE+YPWG+wPNZQYAqMgRlIGp0sfdurdBLnnhxfTxhY/+TBwn1tHiyBEpGKTje339QcrDz9Lg==,47,59,980157758,945108927,174984914,9074537,25038372,17997626,9935,365171998,526,26,1.04,0.23,0.31,0.08,0,21876512,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260511-111208,org.onebrc.again26.BRC092_ParseIntegerLessBranches_VOID,44,voBUT+lhssgXHcvCE+YPWG+wPNZQYAqMgRlIGp0sfdurdBLnnhxfTxhY/+TBwn1tHiyBEpGKTje339QcrDz9Lg==,58,55,914748627,1006669820,180102460,9151442,27109691,20653165,9989,379876051,618,28,0.91,0.24,0.31,0.10,0,21876672,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260511-111208,org.onebrc.again26.BRC093_ParseIntegerLessCode_VOID,51,voBUT+lhssgXHcvCE+YPWG+wPNZQYAqMgRlIGp0sfdurdBLnnhxfTxhY/+TBwn1tHiyBEpGKTje339QcrDz9Lg==,59,45,946562914,951049609,178300285,9100765,24818618,19149434,10007,399504181,579,37,1.00,0.25,0.31,0.11,0,21872184,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260511-111208,org.onebrc.again26.BRC094_Reviewed91,44,voBUT+lhssgXHcvCE+YPWG+wPNZQYAqMgRlIGp0sfdurdBLnnhxfTxhY/+TBwn1tHiyBEpGKTje339QcrDz9Lg==,53,61,951005311,1014894720,178810917,9325648,27997256,20564472,10120,414733890,830,55,0.94,0.26,0.33,0.11,0,21879592,0
