JDK,GC_OPTS,VM_OPTS,PROG_OPTS,BINDING,DATA,RunTimestamp,Class,MedianRuntimeMs,Checksum,PerfRuntimeMs,JfrRuntimeMs,Instructions,Cycles,Branches,BranchMisses,L1Misses,LLCMisses,PageFaults,TaskClock,ContextSwitches,CpuMigrations,IPC,SecElapsed,SecUser,SecSys,GcPauseMs,AllocatedBytes,JitCompilationMs,GcPauseMs,AllocatedBytes,JitCompilationMs,GcPauseMs,AllocatedBytes,JitCompilationMs
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-220316,org.onebrc.again26.BRC078_CalculateEarlier,36,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,39,38,919041702,871589128,169773313,8505184,21366984,18147575,9984,295710340,649,10,1.05,0.21,0.24,0.09,0,21879928,0,0,21879928,0,0,21879928,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-220316,org.onebrc.again26.BRC079_RunWithoutByteBuffer,46,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,46,44,886155906,959690087,173187580,8757201,20742088,17007366,10062,353580125,615,34,0.92,0.26,0.28,0.10,0,21878936,0,0,21878936,0,0,21878936,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-220316,org.onebrc.again26.BRC080_JDKArrayUtils,45,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,43,42,940044985,951071892,181235778,9044749,23542624,18537174,10337,340588084,801,31,0.99,0.23,0.25,0.12,0,21880184,0,0,21880184,0,0,21880184,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-220316,org.onebrc.again26.BRC081_LoopUnroll,52,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,61,41,983977788,1194727799,187282596,9738079,25879434,19889255,10198,465601921,910,113,0.82,0.29,0.37,0.13,0,21877336,0,0,21877336,0,0,21877336,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-220316,org.onebrc.again26.BRC082_VectorSearchOnlyForLargeArray,40,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,39,50,939518390,931673023,177568227,8877138,24719098,17388776,9929,304335157,556,12,1.01,0.19,0.25,0.08,0,21879240,0,0,21879240,0,0,21879240,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-220316,org.onebrc.again26.BRC083_MainLoop,60,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,101,55,914427310,1243563910,173671841,9462335,22067837,18719559,9804,535565608,1003,78,0.74,0.37,0.41,0.16,0,21879808,0,0,21879808,0,0,21879808,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-220316,org.onebrc.again26.BRC090_MemorySegment_VOID,0,ERROR,0,0,267957082,306332453,48369462,3328731,6065469,5438296,7980,100633976,175,8,0.87,0.12,0.05,0.08,0,22102240,0,0,22102240,0,0,22102240,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-220316,org.onebrc.again26.BRC091_Reviewed83,51,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,63,43,940646547,1072590734,180991365,9288887,25579467,19439960,10064,494278577,630,43,0.88,0.32,0.37,0.15,0,21876240,0,0,21876240,0,0,21876240,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-220316,org.onebrc.again26.BRC092_ParseIntegerLessBranches_VOID,51,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,40,63,989438292,965588526,182511492,9540565,23806795,18200711,9878,331107814,834,17,1.02,0.22,0.25,0.10,0,21879360,0,0,21879360,0,0,21879360,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-220316,org.onebrc.again26.BRC093_ParseIntegerLessCode_VOID,45,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,46,51,954360664,968187746,176327891,8901100,23959601,18142011,10133,380501006,819,30,0.99,0.24,0.31,0.10,0,21877568,0,0,21877568,0,0,21877568,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-220316,org.onebrc.again26.BRC094_Reviewed91,38,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,47,60,949192248,971346957,181792909,9278004,24113442,18263439,10103,374817404,799,16,0.98,0.24,0.29,0.11,0,21875928,0,0,21875928,0,0,21875928,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-220316,org.onebrc.again26.BRC095_Hash,53,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,44,46,931229060,910607535,178720605,9028866,24053352,18389494,10128,337968799,554,14,1.02,0.21,0.27,0.09,0,21852408,0,0,21852408,0,0,21852408,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-220316,org.onebrc.again26.BRC096_ReadInt_VOID,45,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,58,56,968901220,1113376180,181776046,9601889,24370731,19148711,10124,418750870,842,26,0.87,0.27,0.35,0.10,0,21878888,0,0,21878888,0,0,21878888,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-220316,org.onebrc.again26.BRC097_EqualsCity,58,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,57,47,982011429,1057708745,180725605,9640694,23531267,19087126,10135,446857047,893,55,0.93,0.29,0.36,0.12,0,21876136,0,0,21876136,0,0,21876136,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-220316,org.onebrc.again26.BRC098_ParseTemperature_VOID,43,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,38,48,944659868,892533674,179088243,8775821,22451391,17377204,10087,291621813,557,6,1.06,0.20,0.23,0.08,0,21876624,0,0,21876624,0,0,21876624,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-220316,org.onebrc.again26.BRC099_ArrayAccess,36,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,41,38,953269479,951001223,182028566,9022250,23446526,17993226,10190,323002543,797,22,1.00,0.20,0.26,0.08,0,21878896,0,0,21878896,0,0,21878896,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-220316,org.onebrc.again26.BRC120_OnlyHashing_From95,37,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,60,48,900192052,1042556925,160700333,8528242,24662708,17342974,9680,416751742,634,36,0.86,0.27,0.34,0.11,0,21876328,0,0,21876328,0,0,21876328,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-220316,org.onebrc.again26.BRC121_UpdatedLoops,34,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,37,57,858448652,869358689,166030555,8256997,20761009,17270971,9676,296484238,620,18,0.99,0.20,0.24,0.08,0,21878776,0,0,21878776,0,0,21878776,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-220316,org.onebrc.again26.BRC123_121plus105_VOID,63,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,75,66,863943532,868749096,162160936,8684085,23924510,19131173,9850,538920185,610,26,0.99,0.36,0.42,0.16,0,21880016,0,0,21880016,0,0,21880016,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-220316,org.onebrc.again26.BRC125_Refined_121,39,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,34,36,862551527,840352234,165512115,8431440,20211406,17381479,9807,260617791,648,8,1.03,0.18,0.20,0.08,0,21879984,0,0,21879984,0,0,21879984,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-220316,org.onebrc.again26.BRC127_ParsingTempAI_VOID,32,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,35,41,872213627,849426020,161802561,8283115,20936308,17326106,9721,288755886,619,17,1.03,0.21,0.23,0.08,0,21876304,0,0,21876304,0,0,21876304,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-220316,org.onebrc.again26.BRC000_Empty,0,z4PhNX7vuL3xVChQ1m2AB9Yg5AULVxXcg/SpIdNs6c5H0NE8XYXysP+DGNKHfuwvY7kxvUdBeoGlODJ6+SfaPg==,0,0,576175553,544426756,106424070,5133609,11074625,10352325,8689,170165162,258,17,1.06,0.16,0.12,0.07,0,21880048,0,0,21880048,0,0,21880048,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-220316,org.onebrc.again26.BRC001_Baseline,78,KKnym6bvAbvJKBh8OQTRvGyt/dxiPRE3zLCyGPqKquKooIT05rf/fD3F0IDhM9ZF4n0bSRi6c4x84xf0llwtoA==,90,85,1354552552,1340422738,258541143,12483103,44156691,25834927,11576,450654347,701,20,1.01,0.26,0.37,0.10,0,21876504,0,0,21876504,0,0,21876504,0
JDK_25_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-220316,org.onebrc.again26.BRC100_DirectTempWrite,31,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,31,26,754462746,770107706,155165564,7612591,21530227,15951744,9384,301319434,701,20,0.98,0.19,0.24,0.09,0,16657976,0,0,16657976,0,0,16657976,0
JDK_25_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-220316,org.onebrc.again26.BRC101_ParseFrom65_VOID,26,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,35,27,771053919,889929876,152377687,7660084,23289351,16504702,9220,325533169,509,37,0.87,0.19,0.27,0.08,0,16659848,0,0,16659848,0,0,16659848,0
JDK_25_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-220316,org.onebrc.again26.BRC105_ParseTemp_95,61,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,36,21,711918185,821923268,138529534,7633400,20461287,16774184,8136,302106523,587,48,0.87,0.21,0.24,0.09,0,16660536,0,0,16660536,0,0,16660536,0
JDK_25_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-220316,org.onebrc.again26.BRC106_ParseTemp_105,39,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,31,25,738897278,836917602,149450439,7525243,20593741,15871868,9271,328016824,506,28,0.88,0.21,0.25,0.11,0,16659736,0,0,16659736,0,0,16659736,0
JDK_25_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-220316,org.onebrc.again26.BRC107_ParseTemp,41,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,37,27,775730507,952525270,148614061,7972832,25725081,17884999,9311,378874639,501,24,0.81,0.22,0.30,0.10,0,16660560,0,0,16660560,0,0,16660560,0
JDK_25_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-220316,org.onebrc.again26.BRC110_EqualsCitySplit,45,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,40,27,769084270,864136163,152053045,7972003,20484870,16352141,9318,381303944,554,24,0.89,0.27,0.29,0.14,0,16660160,0,0,16660160,0,0,16660160,0
JDK_25_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-220316,org.onebrc.again26.BRC111_EqualsCitySplit_Reverse,37,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,34,33,770314967,896148909,152389618,7629968,20155018,15871062,9371,339821018,706,48,0.86,0.21,0.27,0.10,0,16656696,0,0,16656696,0,0,16656696,0
JDK_25_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-220316,org.onebrc.again26.BRC112_EqualsCityMismatch,0,ERROR,0,0,201793283,317402499,38414288,2857984,4503942,4853783,6481,131867120,169,33,0.64,0.15,0.08,0.09,0,16657984,0,0,16657984,0,0,16657984,0
JDK_25_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-220316,org.onebrc.again26.BRC113_EqualsCityMismatchSimple,0,ERROR,0,0,203444081,301522460,41398220,2822447,4816857,5296057,6488,115987006,170,14,0.67,0.13,0.06,0.08,0,16655400,0,0,16655400,0,0,16655400,0
JDK_25_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-220316,org.onebrc.again26.BRC010_NoStream,85,KKnym6bvAbvJKBh8OQTRvGyt/dxiPRE3zLCyGPqKquKooIT05rf/fD3F0IDhM9ZF4n0bSRi6c4x84xf0llwtoA==,106,76,1128393648,1474347243,224702259,11835909,45877802,26174535,9838,594562055,933,93,0.77,0.31,0.50,0.13,0,16658680,0,0,16658680,0,0,16658680,0
JDK_25_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-220316,org.onebrc.again26.BRC012_SplitRemoved,63,KKnym6bvAbvJKBh8OQTRvGyt/dxiPRE3zLCyGPqKquKooIT05rf/fD3F0IDhM9ZF4n0bSRi6c4x84xf0llwtoA==,78,68,1037830314,1108101995,211307285,10562268,36073394,22239420,9552,421434269,835,26,0.94,0.22,0.36,0.09,0,16658320,0,0,16658320,0,0,16658320,0
JDK_25_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-220316,org.onebrc.again26.BRC014_NewParseDouble,45,OLmpjJYZirGroHNkK6ClaXESmpBUD7OE6AwSt62LUd04Rp7+XMFQIf9HqoG+IyX6j+8LBCbMRtD5d0M4apQY6A==,59,40,898038789,969990294,175262786,9138334,25781840,18995908,9175,359793149,843,29,0.93,0.21,0.29,0.09,0,16648344,0,0,16648344,0,0,16648344,0
JDK_25_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-220316,org.onebrc.again26.BRC015_ParseDoubleSimpler1,45,OLmpjJYZirGroHNkK6ClaXESmpBUD7OE6AwSt62LUd04Rp7+XMFQIf9HqoG+IyX6j+8LBCbMRtD5d0M4apQY6A==,48,37,865245577,874513209,169991192,8867869,24340576,17566202,9183,305887668,829,11,0.99,0.18,0.24,0.08,0,16655824,0,0,16655824,0,0,16655824,0
JDK_25_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-220316,org.onebrc.again26.BRC016_NoExtraString,46,OLmpjJYZirGroHNkK6ClaXESmpBUD7OE6AwSt62LUd04Rp7+XMFQIf9HqoG+IyX6j+8LBCbMRtD5d0M4apQY6A==,46,34,897681369,880330356,169433034,8944520,24243328,18038886,8939,308018146,825,12,1.02,0.17,0.23,0.10,0,16660440,0,0,16660440,0,0,16660440,0
JDK_25_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-220316,org.onebrc.again26.BRC017_ParseDoubleSimpler2,85,OLmpjJYZirGroHNkK6ClaXESmpBUD7OE6AwSt62LUd04Rp7+XMFQIf9HqoG+IyX6j+8LBCbMRtD5d0M4apQY6A==,79,71,899343360,889910680,177189640,9280819,24103669,19235451,9028,553867152,877,17,1.01,0.31,0.44,0.16,0,16659080,0,0,16659080,0,0,16659080,0
JDK_25_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-220316,org.onebrc.again26.BRC020_IntegerValue,88,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,87,47,892887637,873372314,170693834,9214275,26469984,19406998,8858,545233175,852,20,1.02,0.31,0.44,0.15,0,16660488,0,0,16660488,0,0,16660488,0
JDK_25_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-220316,org.onebrc.again26.BRC021_LooplessParsing,41,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,61,37,867322827,993333912,170295055,8971160,25726767,19292868,8875,376546279,885,39,0.87,0.21,0.30,0.10,0,16656736,0,0,16656736,0,0,16656736,0
JDK_25_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-220316,org.onebrc.again26.BRC022_LooplessParsing2,48,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,43,35,871551082,882727888,168945869,8871537,23945856,18206010,8762,303381196,804,17,0.99,0.18,0.24,0.09,0,16660144,0,0,16660144,0,0,16660144,0
JDK_25_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-220316,org.onebrc.again26.BRC025_MutateData,42,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,42,58,869806970,926951381,174431937,8973305,24696723,18820139,8658,305446853,835,13,0.94,0.18,0.25,0.07,0,16652000,0,0,16652000,0,0,16652000,0
JDK_25_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-220316,org.onebrc.again26.BRC027_SizedMap,78,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,96,71,882582995,929971908,177444838,9351595,29297233,20563438,8795,577944554,866,21,0.95,0.33,0.48,0.14,0,16660416,0,0,16660416,0,0,16660416,0
JDK_25_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-220316,org.onebrc.again26.BRC030_OpenMap,85,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,99,43,982614365,977770003,187859928,9788966,30034879,20409433,9785,608284720,827,35,1.00,0.35,0.50,0.15,0,16658024,0,0,16658024,0,0,16658024,0
JDK_25_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-220316,org.onebrc.again26.BRC031_OpenMapLessCasting,45,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,49,35,887363659,998423860,174382929,9230922,27046395,19338407,8756,341611639,854,27,0.89,0.19,0.29,0.08,0,16659432,0,0,16659432,0,0,16659432,0
JDK_25_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-220316,org.onebrc.again26.BRC033_SimplerLambda,51,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,51,53,958340549,979699952,186532905,9443206,26902642,17909407,9837,329008837,755,13,0.98,0.18,0.25,0.10,0,16655416,0,0,16655416,0,0,16655416,0
JDK_25_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-220316,org.onebrc.again26.BRC035_NoLambda,44,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,41,44,833360043,857949885,166168498,8525316,22798033,17430658,8537,288113139,860,13,0.97,0.18,0.23,0.09,0,16638624,0,0,16638624,0,0,16638624,0
JDK_25_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-220316,org.onebrc.again26.BRC036_TurnedIfs,43,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,64,42,846912565,1068601133,164383765,9035719,24897095,18547650,8573,389782841,922,89,0.79,0.23,0.32,0.10,0,16656488,0,0,16656488,0,0,16656488,0
JDK_25_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-220316,org.onebrc.again26.BRC037_LessNullChecks,41,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,42,32,945702820,961479764,178548714,8814967,24348442,18058131,9819,325044486,753,14,0.98,0.18,0.26,0.09,0,16657016,0,0,16657016,0,0,16657016,0
JDK_25_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-220316,org.onebrc.again26.BRC040_ASetIsGoodEnough,42,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,40,35,866886478,893355021,170224926,8609677,23643229,17585581,8734,293839274,812,8,0.97,0.18,0.23,0.08,0,16660248,0,0,16660248,0,0,16660248,0
JDK_25_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-220316,org.onebrc.again26.BRC041_DirectUpdate,42,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,42,31,915583001,912356536,174068718,8728871,24566529,17157241,9460,312826328,781,17,1.00,0.19,0.24,0.09,0,16659464,0,0,16659464,0,0,16659464,0
JDK_25_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-220316,org.onebrc.again26.BRC042_NoSplittedString,42,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,51,44,858480649,1014594254,168154769,8707691,22432488,18061566,8593,385930599,745,47,0.85,0.22,0.32,0.10,0,16656096,0,0,16656096,0,0,16656096,0
JDK_25_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-220316,org.onebrc.again26.BRC045_KeepChars,55,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,48,38,843593567,953282759,169949355,8676933,20652941,17128368,8489,360411962,766,20,0.88,0.21,0.28,0.11,0,16655856,0,0,16655856,0,0,16655856,0
JDK_25_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-220316,org.onebrc.again26.BRC047_IntOnly,46,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,55,46,933426614,1106028822,180845566,9166812,22680630,18201885,9405,454000658,749,67,0.84,0.27,0.36,0.12,0,16656576,0,0,16656576,0,0,16656576,0
