JDK,GC_OPTS,VM_OPTS,PROG_OPTS,BINDING,DATA,RunTimestamp,Class,MedianRuntimeMs,Checksum,PerfRuntimeMs,JfrRuntimeMs,Instructions,Cycles,Branches,BranchMisses,L1Misses,LLCMisses,PageFaults,TaskClock,ContextSwitches,CpuMigrations,IPC,SecElapsed,SecUser,SecSys,GcPauseMs,AllocatedBytes,JitCompilationMs,GcPauseMs,AllocatedBytes,JitCompilationMs,GcPauseMs,AllocatedBytes,JitCompilationMs
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-215342,org.onebrc.again26.BRC092_ParseIntegerLessBranches_VOID,39,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,41,42,972503877,935195338,176040719,8906494,21106259,16408016,10012,332681470,564,17,1.04,0.23,0.26,0.09,0,21879032,0,0,21879032,0,0,21879032,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-215342,org.onebrc.again26.BRC093_ParseIntegerLessCode_VOID,50,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,45,43,963073874,975027748,177401024,9470435,24846454,19031782,10058,343992034,882,23,0.99,0.22,0.27,0.10,0,21876504,0,0,21876504,0,0,21876504,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-215342,org.onebrc.again26.BRC094_Reviewed91,47,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,42,37,947686680,966752432,178516112,9084892,25690982,18688392,10027,343687457,767,17,0.98,0.23,0.27,0.09,0,21875984,0,0,21875984,0,0,21875984,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-215342,org.onebrc.again26.BRC095_Hash,46,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,50,69,951108608,990542827,179976900,9345616,25779684,19447059,10129,357618907,623,14,0.96,0.23,0.29,0.09,0,21879712,0,0,21879712,0,0,21879712,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-215342,org.onebrc.again26.BRC096_ReadInt_VOID,48,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,59,52,983498017,1062825466,183639568,9622910,25368757,20651162,10092,378132261,890,53,0.93,0.23,0.30,0.10,0,21880080,0,0,21880080,0,0,21880080,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-215342,org.onebrc.again26.BRC097_EqualsCity,60,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,39,50,963813843,913785428,176884951,8866419,23278957,17518484,10037,305363270,580,12,1.05,0.20,0.24,0.08,0,21848616,0,0,21848616,0,0,21848616,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-215342,org.onebrc.again26.BRC098_ParseTemperature_VOID,38,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,43,39,936602656,880515524,174954063,8944044,21798932,16889412,10179,315864085,591,7,1.06,0.21,0.26,0.08,0,21879104,0,0,21879104,0,0,21879104,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-215342,org.onebrc.again26.BRC099_ArrayAccess,46,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,44,44,963829191,929252081,181345434,8897037,22599103,18535746,10088,348542862,594,19,1.04,0.24,0.27,0.10,0,21876392,0,0,21876392,0,0,21876392,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-215342,org.onebrc.again26.BRC120_OnlyHashing_From95,34,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,36,47,816019517,788342270,153988104,7788430,18812555,16385324,9452,259576956,388,13,1.04,0.19,0.20,0.08,0,21878824,0,0,21878824,0,0,21878824,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-215342,org.onebrc.again26.BRC121_UpdatedLoops,42,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,77,45,876268876,1137358509,166716642,8921494,25158788,19289023,9695,444590019,936,83,0.77,0.35,0.34,0.14,0,21878816,0,0,21878816,0,0,21878816,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-215342,org.onebrc.again26.BRC123_121plus105_VOID,36,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,68,46,884153282,1085071211,167461907,8742964,23888164,18933882,9833,485013347,619,54,0.81,0.32,0.38,0.14,0,21877352,0,0,21877352,0,0,21877352,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-215342,org.onebrc.again26.BRC125_Refined_121,63,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,45,42,919491699,875589166,165959436,8401352,20914466,17652072,9673,322241659,646,24,1.05,0.23,0.25,0.10,0,21880024,0,0,21880024,0,0,21880024,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-215342,org.onebrc.again26.BRC127_ParsingTempAI_VOID,46,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,36,43,879434444,862587277,162198600,8429396,21740987,17300427,9684,277427127,561,14,1.02,0.19,0.22,0.08,0,21846368,0,0,21846368,0,0,21846368,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-215342,org.onebrc.again26.BRC000_Empty,0,z4PhNX7vuL3xVChQ1m2AB9Yg5AULVxXcg/SpIdNs6c5H0NE8XYXysP+DGNKHfuwvY7kxvUdBeoGlODJ6+SfaPg==,0,0,551025401,545904511,101212339,5136506,11317165,10314623,8659,230292874,271,15,1.01,0.21,0.16,0.09,0,21851792,0,0,21851792,0,0,21851792,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-215342,org.onebrc.again26.BRC001_Baseline,86,KKnym6bvAbvJKBh8OQTRvGyt/dxiPRE3zLCyGPqKquKooIT05rf/fD3F0IDhM9ZF4n0bSRi6c4x84xf0llwtoA==,87,98,1424460887,1361462393,268600282,13187399,45406705,25526150,12099,459105878,769,21,1.05,0.25,0.39,0.09,0,21880104,0,0,21880104,0,0,21880104,0
JDK_25_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-215342,org.onebrc.again26.BRC100_DirectTempWrite,39,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,26,24,734322968,778182828,153279730,7438402,21030980,15334986,9289,272800398,477,15,0.94,0.19,0.21,0.09,0,16660696,0,0,16660696,0,0,16660696,0
JDK_25_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-215342,org.onebrc.again26.BRC101_ParseFrom65_VOID,30,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,33,26,764872891,785066933,147804042,7630294,20472811,15151107,9341,304365662,490,19,0.97,0.19,0.23,0.10,0,16660008,0,0,16660008,0,0,16660008,0
JDK_25_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-215342,org.onebrc.again26.BRC105_ParseTemp_95,47,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,31,26,675005932,842374777,136021230,7304788,18829794,16039761,8152,292385024,589,25,0.80,0.19,0.21,0.11,0,16656344,0,0,16656344,0,0,16656344,0
JDK_25_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-215342,org.onebrc.again26.BRC106_ParseTemp_105,31,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,34,24,740869530,882928577,153868806,7706948,25376904,17911675,9232,330455383,517,27,0.84,0.21,0.27,0.09,0,16648344,0,0,16648344,0,0,16648344,0
JDK_25_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-215342,org.onebrc.again26.BRC107_ParseTemp,28,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,28,19,696975049,737534540,132319362,7395764,18174444,15609543,8125,276396958,772,8,0.95,0.17,0.20,0.09,0,16659416,0,0,16659416,0,0,16659416,0
JDK_25_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-215342,org.onebrc.again26.BRC110_EqualsCitySplit,26,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,32,18,783453641,835441473,152038746,7818971,22832378,16651403,9307,288023847,524,12,0.94,0.19,0.24,0.07,0,16658424,0,0,16658424,0,0,16658424,0
JDK_25_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-215342,org.onebrc.again26.BRC111_EqualsCitySplit_Reverse,27,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,32,23,742449070,798439532,152754571,7470048,20395193,16242928,9272,290631084,514,22,0.93,0.17,0.23,0.08,0,16656528,0,0,16656528,0,0,16656528,0
JDK_25_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-215342,org.onebrc.again26.BRC112_EqualsCityMismatch,0,ERROR,0,0,205553038,252733375,40216637,2860443,4791983,5091175,6461,95345625,151,9,0.81,0.11,0.04,0.08,0,16656792,0,0,16656792,0,0,16656792,0
JDK_25_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-215342,org.onebrc.again26.BRC113_EqualsCityMismatchSimple,0,ERROR,0,0,207931391,257482252,40512380,2820029,4757588,4645450,6481,79073608,176,11,0.81,0.08,0.04,0.06,0,16660416,0,0,16660416,0,0,16660416,0
JDK_25_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-215342,org.onebrc.again26.BRC010_NoStream,83,KKnym6bvAbvJKBh8OQTRvGyt/dxiPRE3zLCyGPqKquKooIT05rf/fD3F0IDhM9ZF4n0bSRi6c4x84xf0llwtoA==,86,79,1453632099,1635732148,290632385,13636025,47568724,26368253,11518,644597211,455,22,0.89,0.25,0.56,0.11,0,16660776,0,0,16660776,0,0,16660776,0
JDK_25_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-215342,org.onebrc.again26.BRC012_SplitRemoved,77,KKnym6bvAbvJKBh8OQTRvGyt/dxiPRE3zLCyGPqKquKooIT05rf/fD3F0IDhM9ZF4n0bSRi6c4x84xf0llwtoA==,64,60,1026262281,1049506219,205181022,10254093,30790313,20095764,9613,402664368,765,14,0.98,0.21,0.34,0.09,0,16659776,0,0,16659776,0,0,16659776,0
JDK_25_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-215342,org.onebrc.again26.BRC014_NewParseDouble,59,OLmpjJYZirGroHNkK6ClaXESmpBUD7OE6AwSt62LUd04Rp7+XMFQIf9HqoG+IyX6j+8LBCbMRtD5d0M4apQY6A==,46,49,898277735,913727666,175558911,8867982,23862542,18084036,9205,320868815,821,15,0.98,0.20,0.26,0.09,0,16655336,0,0,16655336,0,0,16655336,0
JDK_25_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-215342,org.onebrc.again26.BRC015_ParseDoubleSimpler1,57,OLmpjJYZirGroHNkK6ClaXESmpBUD7OE6AwSt62LUd04Rp7+XMFQIf9HqoG+IyX6j+8LBCbMRtD5d0M4apQY6A==,48,47,894264679,935456615,176412430,8994376,25458648,19236893,9214,335221397,869,12,0.96,0.20,0.26,0.10,0,16655976,0,0,16655976,0,0,16655976,0
JDK_25_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-215342,org.onebrc.again26.BRC016_NoExtraString,86,OLmpjJYZirGroHNkK6ClaXESmpBUD7OE6AwSt62LUd04Rp7+XMFQIf9HqoG+IyX6j+8LBCbMRtD5d0M4apQY6A==,92,62,899405900,1176471860,178172750,9494062,29523217,20007438,8913,525806475,1081,99,0.76,0.30,0.41,0.14,0,16656184,0,0,16656184,0,0,16656184,0
JDK_25_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-215342,org.onebrc.again26.BRC017_ParseDoubleSimpler2,69,OLmpjJYZirGroHNkK6ClaXESmpBUD7OE6AwSt62LUd04Rp7+XMFQIf9HqoG+IyX6j+8LBCbMRtD5d0M4apQY6A==,78,60,898676992,1127004857,174992469,9549435,28011868,20020532,8913,495044418,864,75,0.80,0.28,0.42,0.11,0,16653872,0,0,16653872,0,0,16653872,0
JDK_25_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-215342,org.onebrc.again26.BRC020_IntegerValue,108,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,110,77,887499644,1100407727,173551121,9605389,27842721,20530834,8818,645831576,965,113,0.81,0.37,0.51,0.18,0,16656000,0,0,16656000,0,0,16656000,0
JDK_25_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-215342,org.onebrc.again26.BRC021_LooplessParsing,52,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,53,42,872903229,943905252,174500990,9024598,25424213,19097145,8945,375171467,838,30,0.92,0.22,0.31,0.09,0,16660472,0,0,16660472,0,0,16660472,0
JDK_25_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-215342,org.onebrc.again26.BRC022_LooplessParsing2,62,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,47,66,862292141,934050941,165185585,8848048,24517076,18111234,8922,331630829,841,40,0.92,0.20,0.26,0.10,0,16660520,0,0,16660520,0,0,16660520,0
JDK_25_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-215342,org.onebrc.again26.BRC025_MutateData,54,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,64,44,885421704,1010558809,168077860,8952324,27131715,18740506,8809,407105290,822,51,0.88,0.23,0.34,0.10,0,16650816,0,0,16650816,0,0,16650816,0
JDK_25_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-215342,org.onebrc.again26.BRC027_SizedMap,54,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,45,39,873128899,920861005,173292516,8682146,24077473,18524327,8816,327056776,833,23,0.95,0.19,0.25,0.10,0,16660544,0,0,16660544,0,0,16660544,0
JDK_25_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-215342,org.onebrc.again26.BRC030_OpenMap,74,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,63,37,975916129,1015730145,193013572,9616630,26895981,18450796,9722,410246681,754,20,0.96,0.24,0.34,0.10,0,16660112,0,0,16660112,0,0,16660112,0
JDK_25_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-215342,org.onebrc.again26.BRC031_OpenMapLessCasting,44,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,44,34,849363227,846238550,161825012,8622450,23213982,17603995,8742,291380958,828,6,1.00,0.18,0.24,0.08,0,16658040,0,0,16658040,0,0,16658040,0
JDK_25_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-215342,org.onebrc.again26.BRC033_SimplerLambda,89,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,107,72,988052012,995366594,194769155,9945833,31682292,21226433,9747,614166698,774,27,0.99,0.35,0.50,0.16,0,16660536,0,0,16660536,0,0,16660536,0
JDK_25_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-215342,org.onebrc.again26.BRC035_NoLambda,74,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,73,41,846666433,870465332,168349106,8799892,23761254,18078497,8669,541072704,779,16,0.97,0.31,0.45,0.14,0,16658288,0,0,16658288,0,0,16658288,0
JDK_25_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-215342,org.onebrc.again26.BRC036_TurnedIfs,44,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,48,33,855521487,924110111,169236223,8794030,23165858,18078444,8599,337495460,797,36,0.93,0.20,0.28,0.08,0,16656896,0,0,16656896,0,0,16656896,0
JDK_25_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-215342,org.onebrc.again26.BRC037_LessNullChecks,49,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,49,37,827949302,853116702,166496094,8468753,20302756,16534379,8583,345198425,788,14,0.97,0.21,0.26,0.12,0,16660208,0,0,16660208,0,0,16660208,0
JDK_25_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-215342,org.onebrc.again26.BRC040_ASetIsGoodEnough,40,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,43,33,826894968,876450435,169962725,8549690,21867980,17443021,8692,309526817,832,17,0.94,0.17,0.25,0.08,0,16659232,0,0,16659232,0,0,16659232,0
JDK_25_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-215342,org.onebrc.again26.BRC041_DirectUpdate,53,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,54,43,885885522,948074370,165182600,8913583,25129029,18134656,8531,392895096,855,50,0.93,0.23,0.31,0.11,0,16656568,0,0,16656568,0,0,16656568,0
JDK_25_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-215342,org.onebrc.again26.BRC042_NoSplittedString,48,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,40,48,866686794,882845172,171678719,8450348,22536477,16895040,8460,294086521,746,16,0.98,0.18,0.23,0.09,0,16655896,0,0,16655896,0,0,16655896,0
JDK_25_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-215342,org.onebrc.again26.BRC045_KeepChars,66,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,59,43,850769152,985421889,166678511,8742020,24629738,19212538,8634,387481537,846,23,0.86,0.23,0.31,0.10,0,16655968,0,0,16655968,0,0,16655968,0
JDK_25_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-215342,org.onebrc.again26.BRC047_IntOnly,50,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,43,46,851426242,926836004,168116890,8642990,24084212,18865930,8509,336181170,793,46,0.92,0.20,0.28,0.09,0,16656960,0,0,16656960,0,0,16656960,0
JDK_25_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-215342,org.onebrc.again26.BRC048_ImprovedStringHandling,66,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,70,43,919661597,1070529263,183749805,9062327,27060287,19222727,9462,484279839,812,60,0.86,0.33,0.38,0.14,0,16657168,0,0,16657168,0,0,16657168,0
JDK_25_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-215342,org.onebrc.again26.BRC049_ManualMinMax,62,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,62,59,918688110,1087027095,182114152,9085245,26214520,19313783,9477,458497255,744,60,0.85,0.27,0.37,0.12,0,16656824,0,0,16656824,0,0,16656824,0
JDK_25_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-215342,org.onebrc.again26.BRC050_LargerSet,85,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,67,98,876433391,1001410111,167224125,9066325,22997078,18235615,8748,468730686,839,79,0.88,0.29,0.38,0.13,0,16656568,0,0,16656568,0,0,16656568,0
JDK_25_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-215342,org.onebrc.again26.BRC060_ReadingBytes,50,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,52,39,758814380,1029698132,151347678,7958514,20681956,16938316,9062,456976694,656,95,0.74,0.28,0.37,0.12,0,16656680,0,0,16656680,0,0,16656680,0
JDK_25_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-215342,org.onebrc.again26.BRC061_RandomAccessFile,44,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,36,26,664408470,760432639,129623251,7417675,18902785,15379636,8042,338966667,593,21,0.87,0.22,0.27,0.10,0,16660136,0,0,16660136,0,0,16660136,0
JDK_25_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-215342,org.onebrc.again26.BRC063_OneAddLess,27,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,27,21,745290369,756467675,148920410,7328405,19763283,15309039,9160,276485320,520,18,0.99,0.17,0.23,0.07,0,16656392,0,0,16656392,0,0,16656392,0
JDK_25_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-215342,org.onebrc.again26.BRC065_OneLoopLess,28,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,41,29,777207949,955490698,157755440,7957100,24370179,17120557,9262,381702997,549,55,0.81,0.23,0.31,0.10,0,16659952,0,0,16659952,0,0,16659952,0
JDK_25_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-215342,org.onebrc.again26.BRC067_ParseDifferently,35,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,31,22,789510099,850109344,152457389,7902196,22560049,17284786,9602,302686246,770,20,0.93,0.18,0.24,0.08,0,16656648,0,0,16656648,0,0,16656648,0
