JDK,GC_OPTS,VM_OPTS,PROG_OPTS,BINDING,DATA,RunTimestamp,Class,MedianRuntimeMs,Checksum,PerfRuntimeMs,JfrRuntimeMs,Instructions,Cycles,Branches,BranchMisses,L1Misses,LLCMisses,PageFaults,TaskClock,ContextSwitches,CpuMigrations,IPC,SecElapsed,SecUser,SecSys,GcPauseMs,AllocatedBytes,JitCompilationMs,GcPauseMs,AllocatedBytes,JitCompilationMs,GcPauseMs,AllocatedBytes,JitCompilationMs
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-215342,org.onebrc.again26.BRC016_NoExtraString,53,OLmpjJYZirGroHNkK6ClaXESmpBUD7OE6AwSt62LUd04Rp7+XMFQIf9HqoG+IyX6j+8LBCbMRtD5d0M4apQY6A==,53,48,1131269854,1091759934,213012813,10421875,29440668,20461279,10637,332847795,844,22,1.04,0.22,0.28,0.07,0,21877120,0,0,21877120,0,0,21877120,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-215342,org.onebrc.again26.BRC017_ParseDoubleSimpler2,74,OLmpjJYZirGroHNkK6ClaXESmpBUD7OE6AwSt62LUd04Rp7+XMFQIf9HqoG+IyX6j+8LBCbMRtD5d0M4apQY6A==,80,57,1116730891,1224629775,219402924,10809411,36245598,23362629,10654,438430040,872,32,0.91,0.26,0.37,0.09,0,21879264,0,0,21879264,0,0,21879264,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-215342,org.onebrc.again26.BRC020_IntegerValue,59,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,62,57,1149385097,1204940995,208806698,10697250,33812093,22018739,10617,401327841,840,19,0.95,0.24,0.33,0.10,0,21879904,0,0,21879904,0,0,21879904,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-215342,org.onebrc.again26.BRC021_LooplessParsing,53,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,55,49,1100289725,1063794718,210917169,10201085,28413094,20133888,10583,349309265,804,22,1.03,0.22,0.28,0.10,0,21878776,0,0,21878776,0,0,21878776,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-215342,org.onebrc.again26.BRC022_LooplessParsing2,52,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,53,62,1132446661,1084649454,212481190,10328591,29820703,20605188,10580,351779981,802,21,1.04,0.22,0.29,0.09,0,21877216,0,0,21877216,0,0,21877216,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-215342,org.onebrc.again26.BRC025_MutateData,0,ERROR,0,0,266759813,341100797,48955806,3386277,6503258,5889040,7986,116126131,180,14,0.78,0.13,0.06,0.08,0,22107752,0,0,22107752,0,0,22107752,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-215342,org.onebrc.again26.BRC027_SizedMap,61,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,60,65,1096137806,1085610013,211660610,10313104,28564638,20899913,10417,368643312,827,11,1.01,0.23,0.29,0.10,0,21876176,0,0,21876176,0,0,21876176,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-215342,org.onebrc.again26.BRC030_OpenMap,53,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,57,67,1095955187,1066833639,211905633,10139358,28711629,20765259,10492,347461205,809,9,1.03,0.22,0.29,0.08,0,21880200,0,0,21880200,0,0,21880200,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-215342,org.onebrc.again26.BRC031_OpenMapLessCasting,65,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,58,66,1126217672,1062150742,210194237,10260256,28585995,20055679,10481,358608004,841,18,1.06,0.21,0.29,0.09,0,21880200,0,0,21880200,0,0,21880200,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-215342,org.onebrc.again26.BRC033_SimplerLambda,57,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,70,60,1099532385,1147983026,209169175,10461733,32196102,21207398,10543,385658167,872,24,0.96,0.24,0.31,0.10,0,21847520,0,0,21847520,0,0,21847520,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-215342,org.onebrc.again26.BRC035_NoLambda,51,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,49,95,1077178748,1043591649,207916376,10031140,27148214,19578358,10357,332333963,855,15,1.03,0.21,0.26,0.09,0,21879840,0,0,21879840,0,0,21879840,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-215342,org.onebrc.again26.BRC036_TurnedIfs,91,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,96,72,1082684314,1001994294,210204341,10233434,28906333,21080035,10380,627107957,835,14,1.08,0.39,0.51,0.16,0,21876016,0,0,21876016,0,0,21876016,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-215342,org.onebrc.again26.BRC037_LessNullChecks,91,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,46,42,1075693231,1041138990,207517533,9983738,28813728,19984711,10381,304356483,810,9,1.03,0.19,0.24,0.09,0,21876024,0,0,21876024,0,0,21876024,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-215342,org.onebrc.again26.BRC040_ASetIsGoodEnough,47,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,47,48,1158204268,1064008936,207332648,10060560,28119168,19536737,10450,314516342,888,15,1.09,0.21,0.24,0.10,0,21877000,0,0,21877000,0,0,21877000,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-215342,org.onebrc.again26.BRC041_DirectUpdate,47,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,47,47,1089744782,1038549324,203074621,9857677,26726301,19139199,10442,311373531,828,12,1.05,0.21,0.24,0.09,0,21876400,0,0,21876400,0,0,21876400,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-215342,org.onebrc.again26.BRC042_NoSplittedString,50,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,53,48,1138974774,1045567878,202384180,9906414,25827072,18655722,10180,342773228,827,10,1.09,0.21,0.28,0.08,0,21880112,0,0,21880112,0,0,21880112,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-215342,org.onebrc.again26.BRC045_KeepChars,59,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,56,62,1173055497,1139400931,218201811,10551533,29576888,20853258,11082,359801265,695,14,1.03,0.20,0.30,0.08,0,21876264,0,0,21876264,0,0,21876264,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-215342,org.onebrc.again26.BRC047_IntOnly,53,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,64,48,1085895227,1099061364,204543060,10277742,30199474,21706097,10193,356178002,830,13,0.99,0.21,0.29,0.08,0,21878744,0,0,21878744,0,0,21878744,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-215342,org.onebrc.again26.BRC048_ImprovedStringHandling,48,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,56,60,1092087419,1085213978,207111578,10083367,28923215,20669930,10365,339662641,860,17,1.01,0.20,0.27,0.09,0,21876176,0,0,21876176,0,0,21876176,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-215342,org.onebrc.again26.BRC049_ManualMinMax,48,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,49,59,1115964398,1069157422,211130013,10048145,27024114,19819645,10449,323510705,805,34,1.04,0.20,0.25,0.09,0,21876296,0,0,21876296,0,0,21876296,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-215342,org.onebrc.again26.BRC050_LargerSet,50,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,50,56,1105961526,1035499150,204128995,9781187,26402613,20440185,10247,322741988,840,13,1.07,0.19,0.26,0.08,0,21877440,0,0,21877440,0,0,21877440,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-215342,org.onebrc.again26.BRC060_ReadingBytes,48,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,53,52,1063184199,1079954463,199788496,9688595,27135974,20455019,10525,344822159,586,14,0.98,0.23,0.29,0.07,0,21876024,0,0,21876024,0,0,21876024,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-215342,org.onebrc.again26.BRC061_RandomAccessFile,35,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,33,38,974188086,918656796,176368581,8725000,23399829,17971147,9763,278705045,563,14,1.06,0.19,0.22,0.08,0,21877312,0,0,21877312,0,0,21877312,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-215342,org.onebrc.again26.BRC063_OneAddLess,37,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,41,40,902400249,945934553,184914937,8868262,22209095,17853901,9768,314965240,587,30,0.95,0.21,0.25,0.08,0,21876184,0,0,21876184,0,0,21876184,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-215342,org.onebrc.again26.BRC065_OneLoopLess,39,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,59,46,971648259,1117797764,180043111,9164770,23335093,17773282,10189,423150491,630,41,0.87,0.29,0.33,0.12,0,21879144,0,0,21879144,0,0,21879144,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-215342,org.onebrc.again26.BRC067_ParseDifferently,37,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,43,45,983320363,1028437257,184920002,9331180,25755721,19921383,10379,340414208,860,20,0.96,0.20,0.27,0.09,0,21876024,0,0,21876024,0,0,21876024,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-215342,org.onebrc.again26.BRC068_InlineParsing,41,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,42,36,978844214,923676418,180569208,8924102,23478471,18088895,10264,316542604,584,15,1.06,0.21,0.25,0.09,0,21878680,0,0,21878680,0,0,21878680,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-215342,org.onebrc.again26.BRC069_InlineParsing_65,36,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,44,43,951449314,973413721,180927734,9179644,22959985,18331822,10134,344727093,583,18,0.98,0.24,0.26,0.11,0,21880080,0,0,21880080,0,0,21880080,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-215342,org.onebrc.again26.BRC070_EqualsCity,41,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,38,38,963848721,897211399,179457401,8900333,22121723,17652716,10112,295479507,581,10,1.07,0.19,0.24,0.08,0,21848104,0,0,21848104,0,0,21848104,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-215342,org.onebrc.again26.BRC072_ReadDirectNotViaBuffer,36,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,35,44,913126400,878303908,175333871,8427698,22597166,17554966,9481,284512526,580,13,1.04,0.20,0.21,0.10,0,21878872,0,0,21878872,0,0,21878872,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-215342,org.onebrc.again26.BRC075_LargeByteBuffer,37,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,44,44,908070897,974854383,175860804,8955703,25813027,20445376,10010,310969316,647,10,0.93,0.20,0.25,0.08,0,21876360,0,0,21876360,0,0,21876360,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-215342,org.onebrc.again26.BRC077_LessAdditions,42,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,35,43,950351689,941128393,168507837,8635964,24545281,18300686,10009,292893567,581,29,1.01,0.19,0.23,0.08,0,21879064,0,0,21879064,0,0,21879064,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-215342,org.onebrc.again26.BRC078_CalculateEarlier,41,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,48,44,895913800,963226794,173311494,8902082,23832585,19458291,10100,357928159,643,19,0.93,0.24,0.28,0.11,0,21876568,0,0,21876568,0,0,21876568,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-215342,org.onebrc.again26.BRC079_RunWithoutByteBuffer,36,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,34,42,910524250,869208380,164338528,8241654,21015807,16914624,10231,273158091,590,16,1.05,0.20,0.22,0.08,0,21880048,0,0,21880048,0,0,21880048,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-215342,org.onebrc.again26.BRC080_JDKArrayUtils,41,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,48,42,959367399,1063685856,183726086,9232624,22979112,17584157,10387,388824215,867,65,0.90,0.24,0.31,0.10,0,21880384,0,0,21880384,0,0,21880384,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-215342,org.onebrc.again26.BRC081_LoopUnroll,36,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,50,45,946501974,1052299001,180718598,9376422,25082626,19152078,10214,373844291,814,62,0.90,0.23,0.31,0.08,0,21876112,0,0,21876112,0,0,21876112,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-215342,org.onebrc.again26.BRC082_VectorSearchOnlyForLargeArray,51,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,47,42,954340238,978693164,175918944,9168350,25817837,19359199,9970,332717551,557,22,0.98,0.22,0.27,0.08,0,21880120,0,0,21880120,0,0,21880120,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-215342,org.onebrc.again26.BRC083_MainLoop,60,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,41,43,942447900,938764762,176702413,8856884,23847601,17602720,10005,307983292,558,24,1.00,0.21,0.25,0.07,0,21876368,0,0,21876368,0,0,21876368,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-215342,org.onebrc.again26.BRC090_MemorySegment_VOID,0,ERROR,0,0,262401564,388794384,51790846,3370222,6282347,5612107,7967,146911248,169,26,0.67,0.16,0.09,0.08,0,22101056,0,0,22101056,0,0,22101056,0
JDK_21_OPEN,"-XX:+UseG1GC","-Xms2g -Xmx2g","-wc 0 -mc 1 -t 8","taskset -c 0-7",10k,20260508-215342,org.onebrc.again26.BRC091_Reviewed83,40,tNvyVnNau7CVVF2fueePRBSsePo5LV3s+SIneAfj0k1appwJJCqWag27xzUuU+3vFSEcGadeMjthc57sBmGOrw==,59,50,977718494,1114911332,176346371,9258512,22277438,17787545,9912,432725104,590,56,0.88,0.29,0.36,0.11,0,21878960,0,0,21878960,0,0,21878960,0
